alpha_0,alpha_1,beta_0,beta_1,sigma
-0.000536019813699021,0.1981485422584801,0.08370442111952281,0.3792455424066987,0.010858635467878092
-0.0010884248617110443,0.2385270034288761,0.06682085212509335,0.4076772708115662,0.011247542468964531
-0.0018808676930862438,0.2817630815389097,0.08338451613485687,0.4698259701303818,0.012521981175439805
-0.0007256763974328867,0.2318470580338568,0.11059522813763208,0.49411779451830423,0.012038204210215366
-0.0005214870404202203,0.24238323847088739,0.14064803468497664,0.5679026007565539,0.01176052761808965
-0.0006363306172485133,0.16268742005292028,0.14337103977264312,0.5422467546175229,0.012142880741402727
-0.0014084666267915027,0.2031312453116084,0.15599259137389287,0.5799007992191236,0.01296272664951734
-0.0010582569725847023,0.17928296227509755,0.16785737753954535,0.5367016468201228,0.013220725616979703
-0.0017485592042050396,0.18617119339308572,0.16721331521714375,0.5184185914852538,0.013793629934069407
-0.0016184585227117844,0.04718069471133631,0.18064732357107965,0.41351323991100175,0.014284297450390827
-0.0014756327523633356,0.01396569633990091,0.2008335055855194,0.41555307314468054,0.014026375864366019
-0.0009647348644271753,-0.012030587726613246,0.1808385926901553,0.3357791120203569,0.013928331059566583
-0.0014923197579911232,-0.008326210761832578,0.14845802243616246,0.38218319308282167,0.014255508807366663
-0.0006152808569487437,0.07675310861828401,0.2304932026006682,0.3218977579496929,0.014948208628982176
-0.0003884537544911399,0.018738621410804974,0.21854454157746458,0.3093287898726536,0.0148847891495845
-0.0008018113287572759,0.09761741203437636,0.22379248172499666,0.35321073362369904,0.015076748293038851
-8.393494422070534e-05,0.11746059695360517,0.20999726192802007,0.396980007947155,0.014645496116795383
0.0009691872891492406,0.14523835755704398,0.2080928526011035,0.36934175094102684,0.01391012705506029
0.00011923019637646233,0.13883136635961135,0.24662197904791655,0.3145204189983696,0.014175756208871137
0.0007128558674828914,0.001424331203041182,0.19577313632859702,0.3373539128064208,0.012685011260889929
0.0008728810353048537,0.02112796685182882,0.16993807112706993,0.4012862199492558,0.013216392220077006
-0.0001799923324401537,0.07878203933279312,0.1915357545488534,0.40685810068533584,0.013558398756327899
-0.0006802794717907895,0.051239059898524654,0.19458014856773326,0.38704801751456674,0.012567711831122211
-0.0016458851478564486,0.21375867952235045,0.1851814434979159,0.4425512899333728,0.01339614410659074
-0.0018254173594095232,0.13043011217365907,0.10839340057675755,0.5028883966302398,0.013339523269988511
-0.0028109677509064557,0.18700913199716537,0.16111415813698332,0.4588874434915781,0.01290694296927274
-0.0031120778401681278,0.1556206647742308,0.17953024033734408,0.4440306948985156,0.012705918245673263
-0.0032525032837449406,0.19844898990228343,0.12754685986331002,0.38766152597473247,0.011836678886224677
-0.0034741894934419313,0.277316432743705,0.1319043857767401,0.35952201837588765,0.012086058260885699
-0.003672814863135932,0.3018871249345628,0.10680496554022205,0.3502470266707501,0.01178163032177279
-0.004659829487790949,0.1967041497643837,0.1318428868906886,0.2804903979575514,0.011731330727316793
-0.0043417024320262215,0.09726076122976052,0.11064734030033012,0.2734658010589498,0.011318679505902355
-0.005288958470785046,-0.06036188538775333,0.1841087484181322,0.21188954373035104,0.011492131869035095
-0.005068502788877288,-0.07956456561685453,0.17307511331490721,0.19580552253146372,0.012139973741493719
-0.004993777616817622,-0.08545799784418229,0.18106768819309713,0.18688447093976363,0.01194471451001305
-0.004791272156629406,-0.08395927506948898,0.17419688107811993,0.1772960695922726,0.012033398673250846
-0.00442760602490838,-0.09275987451674551,0.16386502286249732,0.1402230068389936,0.012192275087598894
-0.00541548445257669,-0.12429842517288169,0.21103039635698775,0.14663432354823783,0.012201480657424492
-0.005950578011978613,-0.11374818844883812,0.2276042685882351,0.13668670783928588,0.012848964069275454
-0.006218526564596228,-0.07267993470551845,0.22159847738888208,0.06805325329597466,0.011832608913063933
-0.0055949906336234196,-0.0502511035935365,0.2318582812414491,0.09153307456155767,0.012444503458523692
-0.005825805035838195,-0.004822645426030858,0.22659891069325933,0.12767270757086377,0.01214011334643339
-0.006319392305486817,-0.015660145746995258,0.20613652848809916,0.15538440334963174,0.01211255215817442
-0.0048671419635476975,-0.056941326064828185,0.15508041765372224,0.22462425006477624,0.011604262557473053
-0.0050096531041739535,-0.08507308615643731,0.16449037493850133,0.20039154875515436,0.011398600063164885
