alpha_0,alpha_1,beta_0,$\sigma$,Y_0,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,Y_21,Y_22,Y_23,Y_24,Y_25,Y_26,Y_27,Y_28,Y_29,Y_30,Y_31,Y_32,Y_33,Y_34,Y_35,Y_36,Y_37,Y_38
-0.0014831228433620316,0.03125747064127385,0.2133260917835718,0.010238261050166505,-0.008417853795403447,-0.00010379375074609271,0.004529753305400297,-0.009399626977340108,-0.0059015614315151566,-0.014702806656833343,-0.007641922660495616,-0.0002746930221298571,-0.021003839389528843,-0.028580187484452124,0.0008412861020832382,-0.006507749364835878,-0.00896464773481867,-0.0102209806128082,-0.002839005168718195,-0.0010277414704012182,-0.011991494855547279,-0.008025518016502732,-0.00012359484134508289,-0.011654761906063713,-0.005049779024069495,0.0072755692251977875,-0.025949528562455592,-0.0003618318752776315,0.0007842773610561228,-0.0042929714944380405,0.010239515262247862,-0.01353628349048161,0.005357488768951534,0.0021534309323454365,0.012887567299123251,0.0144565930603218,0.012888916322738695,-0.0076832208841878125,-0.014437388608493012,0.010806052454248264,-0.004719893524014405,0.012733702088285868,-0.010109270723905843
-0.002112339043764867,0.07336082118330645,0.20514564608339642,0.01158382361194918,-0.0024091277125327507,-0.007398098062337156,-0.01986903609662769,0.0007816551022136423,0.01331097523874632,-0.020301525118246858,-0.010128436327296556,-0.03334808327708675,-0.0009426502358222449,-0.019518346070273754,-0.0052793234996382325,-0.006309575533282619,-0.02953030785732923,-0.005160668408652809,-0.011854062749893583,-0.01643733393863185,-0.02087707664538667,-0.005875533987609472,-0.0174118001705342,-0.008230035214714567,-0.0013425978496636388,-0.018518702578493824,0.006840913678977913,-0.03431778779341564,0.0026837520878202946,-0.004040881239848905,0.011394282096732202,0.010883195848117456,0.006475970183099727,-0.006024921107762624,0.0016515713914960312,-0.016525648764590437,-0.0002946575363975488,-0.0023774198982590817,-0.0057314139378448455,-0.016037436965729283,-0.0017828894808408914,-0.011441197924023195,-0.025238608748456265
-0.0034235638654402972,-0.016070204311722874,0.3107669724917077,0.011963124046381042,0.004278381689648724,-0.02471385856947109,-0.009392547491034822,-0.014967524312821286,-3.399372987726622e-05,-0.022664895785855524,-0.0034191607192341307,0.002372157355025097,-0.020375422958125392,-0.008891793723354417,-0.02466037028830379,-0.002955779382724778,-0.012570951559868869,0.0009276992869525824,-0.0073616706291758675,0.00878191176014773,-0.006702722213614146,-0.00015930950836009632,-0.02436021722565795,-0.007102074706677343,0.01542159767545896,-0.0016996673321394884,-0.029650912626417326,-0.010575244975878818,-0.007116526838396132,-0.014040285448451198,-0.026967220710969936,-0.030993210141204854,-0.0015004500255177031,-0.010770044659681082,-0.015539247716436944,0.009503509119820279,0.012185589114397074,-0.020157742978065912,-0.02859791230925934,-0.00029059277063578186,-0.0009913561545461655,0.016091168348820677,-0.0019389921402075683
-0.004163596408196986,0.15441785348946194,0.2503504131624458,0.01151256915489256,-0.026405140481328783,-0.0009915426697889138,-0.017281468612980744,-0.012000029175066464,-0.027229149460141638,0.009859741765421882,-0.013128882613724925,-0.02353046203110394,-0.005607246480433511,-0.011444475602632365,-0.0014102372860462426,-0.028318056972766452,-0.005700009076833924,-0.01493693614724695,-0.004408661790409676,-0.01187662485275785,-0.011631989363764514,-0.01736770482646703,0.004829363327345194,-0.010932113062764837,-0.02720958255759971,-0.021160744436166036,-0.003499242223812077,-0.0033228145930916378,-0.009577077135413753,-0.0057796817415832705,0.014144822477449498,0.016395509788773764,-0.024893491963086073,-0.002662205848252762,-0.000919060964738927,-0.023289462552402145,-0.029128898570052693,0.011689614639662466,0.016585252975652328,-0.012260532083172735,0.0043965239732918285,-0.014537535789970746,-0.0015688411789307665
-0.004583457257888404,0.32665172939271375,0.2203895128116789,0.011685510727109735,-0.02529664371336131,0.0001197662440511379,0.0027282372233211134,0.0014476638100137953,-0.006992619593785901,0.0027918784942004993,-0.009946663658916988,0.006909523660551675,-0.013807364430302458,-0.01577148610233646,-0.0048171104716662385,-0.014288115592038103,-0.0202034434427596,-0.007987977351278224,-0.017469023555313528,-0.01865336769308736,-0.01434268275252886,-0.006791887916675768,0.011614045733488582,-0.007714823297558606,-0.010821472515751603,-0.013855295683310658,-0.005011837180187791,0.007380443754771427,0.007217591275320106,-0.01565380870110267,-0.010034483298563546,-0.00432822510058275,0.017866777037103092,0.008902003074300155,-0.006926121487683859,-0.030576512573569463,-0.005692225150304391,0.013856382761088477,0.011874462782016485,0.001490380396860799,-0.004917313273252674,0.011108765324147491,0.007449599042929339
-0.003292070404539788,0.27792515382111294,0.23997874215281434,0.010758803027835653,-0.01497120035689585,-0.0033561381451263704,-0.009828564662785845,-0.01720742444236605,-0.017462997328630728,-0.011250626132708627,-0.010467757534667908,0.01664483999003367,0.006575135856368057,-0.012795673985516377,-0.00872369426524465,-0.016130476830491774,-0.016586390807463686,0.0027113532135034204,-0.011076995538193149,-0.00957418353857916,-0.017829691407761673,-0.02030779369788992,-0.0032784675760804687,-0.015928159354805873,-0.0067400771702006874,-0.00953125822487787,-0.014813859701205656,-0.008379516749744026,0.006138495782332061,-0.023949729606021666,0.0031196424337157627,-0.00997200620191568,0.024793672279960644,0.002134658800551701,-0.0037365120586835754,-0.004379408879854971,0.012589874206706307,0.01097419022439018,0.02023828502431698,-0.0004342953658850601,-0.016022982312731707,0.019497292822665328,-0.00888281200402559
-0.0009984918256832126,-0.13405680804018896,0.2206043176619861,0.010283207317141808,-0.006544305263058525,-0.018160324046751213,-0.010283402269729703,0.00033066864245243554,-0.005940101883485718,-0.010144579001470736,-0.014199448771797497,-0.03475354402455232,-0.021283664514504627,-0.009180401568640209,-0.011340563653851384,-0.003855137729827334,-0.007714288524726743,-0.01772951269127973,-0.002048360359434498,-0.0033171841771625385,0.0020735873801273857,0.006249704939884673,-0.011485036802305598,0.0016179405373489266,-0.009445797082663883,9.81895724846255e-06,0.005161713164732493,-0.0005876702333358268,-0.014121000857735657,0.009631031668168652,-0.014529900048391971,0.0032815798995782974,-0.03136493528465153,-0.013584995916082247,-0.010995863619516705,-0.005276913827685401,-0.021099423589227836,-0.020238562311793957,-0.021127091792878284,-0.011919453019763621,-0.0006651683403170201,-0.026906766190209326,0.006948743944820531
-0.003049200344407046,-0.006466448010818481,0.1942654676688445,0.011818829080368505,-0.016408041656540594,-0.008368841881239113,-0.0003933243836017439,-0.005765471154767594,0.0054483215691088095,-0.003937381208527341,-0.0039055805874387527,-0.01304160666125247,-0.008704384403305048,-0.015102557606877629,-0.00124229441452675,-0.01733674380115328,-0.027455902324181825,-0.017529147701011202,0.0014094179238147188,-0.0019428048431376294,0.009334788119721849,-0.02462269643664769,-1.695425999141383e-05,0.012783244771407,-0.007392926071529995,0.008353428436790614,-0.006593979631513437,-0.012790172119262535,0.0061273746744465365,0.0053177153767574575,-0.0208615676087138,-0.0015641908327496015,-0.03089298140237723,-0.012344523265433142,0.0017216581306104847,-0.0013457560566048489,-0.006059295253962029,-0.01065035471059324,-0.021560215373813484,-0.015245281272498171,-0.0017764719986646073,-0.034957065235511,0.01355736899878354
-0.004338443728728661,0.15514066295553344,0.27941506520907367,0.012117694931367015,-0.015888205492202705,0.005016815646620226,-0.018598383015356292,-0.011216300061348933,0.005045827554577749,-0.023661730024002535,0.0023198620170683166,0.008292234658291937,0.006686154804227307,-0.02413328019773486,-0.010244164279364068,-0.007458364880874317,-0.019074323530988837,-0.012264816604663158,-0.003237372692994358,0.007042386168386857,-0.013271285365901372,-0.025404161648797302,0.0074468965082256314,-0.005399045708687144,-0.009352600157411246,-0.01672594542085594,-0.027923689061089926,-0.017500157791770582,0.0005596648010281621,-0.006558319908906695,-0.021682162899692752,-0.01881415414398411,-0.007914915000504496,-0.006842230636403683,-0.010357384771729438,-0.017142810401343297,0.001359799658741622,-0.00241843847794588,-0.014868630140969634,-0.00891556290790907,-0.0022216948789595434,-0.020250496007588447,0.010704495342910068
-0.002933996012843397,0.0044035301695089495,0.283296779710766,0.008263025884799595,-0.010629048073649085,-0.025008139600553998,-0.006495260377999967,-0.0138213842303135,-0.023966959692689353,-0.005293646359955401,-0.02086345556860338,-0.02646218902802473,-0.021316856705040976,-0.002907585147896239,-0.014146935412946069,-0.012912125577644616,-0.004008928374863197,-0.01165254820138082,-0.014272115163178226,-0.021208078892046178,-0.011664912105327352,0.007819287326610446,-0.022472943524490713,-0.010742980581493847,-0.009023866725858034,-0.006555109543234765,0.004286029728620934,-0.002072190150070455,-0.007245407281433811,-0.011683485388231187,0.008117620305683413,0.0033320326945491825,0.0036660345555956414,-0.0048620846791064855,0.0033738813186090905,0.0019914154700962413,-0.014373212277742723,-0.011088795179446869,0.00642218465591771,-0.0029745287053444414,-0.002766650504371166,0.007505602529938316,-0.010946846341178842
