alpha_0,alpha_1,beta_0,beta_1,$\sigma$,Y_0,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,Y_21,Y_22,Y_23,Y_24,Y_25,Y_26,Y_27,Y_28
0.0023917329608671594,0.0860910668558025,0.05072054652062523,0.18482495930393603,0.006733884125983265,0.004860912190802024,-0.002381846072678939,-0.00427227185325519,-0.0014836147844356458,-0.012200101797607074,-0.012387797961061245,-0.004605994101041191,0.0023020469453216043,-0.002986166897559264,-0.01895650678152717,-0.004406871240365512,-0.022543454471666707,-0.0006584444471214715,-0.0021370333843898095,-0.01122256866455225,0.001011127698618024,0.00318275395301232,0.002401873673191748,-0.006244537357160316,0.0020215003113254245,1.4986225589592249e-05,-0.009975288097147749,-0.009683939382208389,0.001229735141811813,-0.01055489156351103,-0.008514625592389115,-0.012323758395934211,-0.00017819976823388962,-0.003204276267651098
0.0023847578767265424,0.09039916600965699,0.04521555630294431,0.18682433385268118,0.006690961179497241,0.005915530638906427,-0.0025505981957785777,-0.0035321659030113322,-0.0019358131271041098,-0.01221064068519647,-0.01304600219594924,-0.005124757283692197,0.00289605769010731,-0.0033915345883142965,-0.019810857414370747,-0.004959152997813192,-0.022145252641022982,-0.001247841452741024,-0.0024525217288327073,-0.0114965180201456,0.0006203803893775408,0.003552462909852137,0.002079493129919264,-0.005212760410436819,0.0024841469858192322,0.00028106705998314565,-0.010346984825081148,-0.010203964559035687,0.000913968603130492,-0.0107080510479157,-0.009023509824949231,-0.012302489414486193,0.00010174513017635015,-0.0028842310170539573
0.0023847578767265424,0.09039916600965699,0.04521555630294431,0.18682433385268118,0.006690961179497241,0.005915530638906427,-0.0025505981957785777,-0.0035321659030113322,-0.0019358131271041098,-0.01221064068519647,-0.01304600219594924,-0.005124757283692197,0.00289605769010731,-0.0033915345883142965,-0.019810857414370747,-0.004959152997813192,-0.022145252641022982,-0.001247841452741024,-0.0024525217288327073,-0.0114965180201456,0.0006203803893775408,0.003552462909852137,0.002079493129919264,-0.005212760410436819,0.0024841469858192322,0.00028106705998314565,-0.010346984825081148,-0.010203964559035687,0.000913968603130492,-0.0107080510479157,-0.009023509824949231,-0.012302489414486193,0.00010174513017635015,-0.0028842310170539573
0.0023847578767265424,0.09039916600965699,0.04521555630294431,0.18682433385268118,0.006690961179497241,0.005915530638906427,-0.0025505981957785777,-0.0035321659030113322,-0.0019358131271041098,-0.01221064068519647,-0.01304600219594924,-0.005124757283692197,0.00289605769010731,-0.0033915345883142965,-0.019810857414370747,-0.004959152997813192,-0.022145252641022982,-0.001247841452741024,-0.0024525217288327073,-0.0114965180201456,0.0006203803893775408,0.003552462909852137,0.002079493129919264,-0.005212760410436819,0.0024841469858192322,0.00028106705998314565,-0.010346984825081148,-0.010203964559035687,0.000913968603130492,-0.0107080510479157,-0.009023509824949231,-0.012302489414486193,0.00010174513017635015,-0.0028842310170539573
0.0023847578767265424,0.09039916600965699,0.04521555630294431,0.18682433385268118,0.006690961179497241,0.005915530638906427,-0.0025505981957785777,-0.0035321659030113322,-0.0019358131271041098,-0.01221064068519647,-0.01304600219594924,-0.005124757283692197,0.00289605769010731,-0.0033915345883142965,-0.019810857414370747,-0.004959152997813192,-0.022145252641022982,-0.001247841452741024,-0.0024525217288327073,-0.0114965180201456,0.0006203803893775408,0.003552462909852137,0.002079493129919264,-0.005212760410436819,0.0024841469858192322,0.00028106705998314565,-0.010346984825081148,-0.010203964559035687,0.000913968603130492,-0.0107080510479157,-0.009023509824949231,-0.012302489414486193,0.00010174513017635015,-0.0028842310170539573
0.002489367681189834,0.07571248678751887,0.0482812205160825,0.1951430256986394,0.00667292543512982,0.007871211281811669,-0.0032562778191212232,-0.0038435017023301116,-0.0015227865958138418,-0.012235654645242055,-0.012928635185436726,-0.005346182044217431,0.0026248896116777875,-0.0036327093235997026,-0.019557755489613873,-0.004599610171864564,-0.022092543135891974,-0.0008784365794229131,-0.0023094462895016437,-0.012857404431508252,0.0005390342032952783,0.003840214787337946,0.001792298040410438,-0.004419167310039038,0.002219544794212188,0.0006244152416151869,-0.009948384781777286,-0.010025568993211113,0.0007331830523972431,-0.011379406764676657,-0.00904729355828883,-0.012196165549343307,0.0009637019964895212,-0.0026787334853842657
0.002489367681189834,0.07571248678751887,0.0482812205160825,0.1951430256986394,0.00667292543512982,0.007871211281811669,-0.0032562778191212232,-0.0038435017023301116,-0.0015227865958138418,-0.012235654645242055,-0.012928635185436726,-0.005346182044217431,0.0026248896116777875,-0.0036327093235997026,-0.019557755489613873,-0.004599610171864564,-0.022092543135891974,-0.0008784365794229131,-0.0023094462895016437,-0.012857404431508252,0.0005390342032952783,0.003840214787337946,0.001792298040410438,-0.004419167310039038,0.002219544794212188,0.0006244152416151869,-0.009948384781777286,-0.010025568993211113,0.0007331830523972431,-0.011379406764676657,-0.00904729355828883,-0.012196165549343307,0.0009637019964895212,-0.0026787334853842657
0.0023282381315855943,0.06915777473408706,0.05799149762091992,0.19855681645086481,0.006681619277707274,0.007285642432974188,-0.002608397887955943,-0.003657024488865988,-0.0021011517978893977,-0.012027766389044613,-0.012730554063951221,-0.005061257538396562,0.004158173750242554,-0.004109928650703072,-0.02054617024153594,-0.004381897335402333,-0.022230589701153575,-0.0011138052149645271,-0.0030158185108286077,-0.012017078840328557,0.0005636508891786689,0.00444640149468809,0.00301285006124053,-0.005157496677036017,0.0018851792413344776,7.43434540813643e-05,-0.00996924676252237,-0.010550889048738412,0.0009173190530473321,-0.011539177438670493,-0.008154332318790503,-0.01217688014780054,-0.00036285169261148685,-0.002653522430836789
0.0024618001400815636,0.06927089028707274,0.05470436453460483,0.19574995334014625,0.006679711597256507,0.007673150627819835,-0.0028361345342341965,-0.005034834130984698,-0.001989894650174295,-0.011688708715157968,-0.012755066113586167,-0.0047463525496087575,0.0030603404734140666,-0.003930686980723636,-0.021135783756444298,-0.004233472743562492,-0.022143646625559326,-0.0010589789227967153,-0.0030005200292982266,-0.012038533458892083,0.0010652038795052172,0.004592485555075517,0.00300483297917224,-0.005523294153574212,0.0017884711316734647,0.00037170210048322635,-0.009809156508367292,-0.011109828076855736,0.0008710853146151408,-0.011639232574214639,-0.008282927669251323,-0.011604837433332668,-0.000520746149326184,-0.002829975507360035
0.0024618001400815636,0.06927089028707274,0.05470436453460483,0.19574995334014625,0.006679711597256507,0.007673150627819835,-0.0028361345342341965,-0.005034834130984698,-0.001989894650174295,-0.011688708715157968,-0.012755066113586167,-0.0047463525496087575,0.0030603404734140666,-0.003930686980723636,-0.021135783756444298,-0.004233472743562492,-0.022143646625559326,-0.0010589789227967153,-0.0030005200292982266,-0.012038533458892083,0.0010652038795052172,0.004592485555075517,0.00300483297917224,-0.005523294153574212,0.0017884711316734647,0.00037170210048322635,-0.009809156508367292,-0.011109828076855736,0.0008710853146151408,-0.011639232574214639,-0.008282927669251323,-0.011604837433332668,-0.000520746149326184,-0.002829975507360035
