alpha_0,alpha_1,beta_0,$\sigma$,Y_0,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,Y_21,Y_22,Y_23,Y_24,Y_25,Y_26,Y_27,Y_28,Y_29,Y_30,Y_31,Y_32,Y_33,Y_34,Y_35,Y_36,Y_37,Y_38
-0.0016351435773993201,0.11482369056318924,0.21145271513959468,0.01153251816023565,-0.007285203666056607,-0.005401287704600426,-0.0020405769942478894,0.0006555787920008985,-0.0052319045141598535,-0.029239814125772187,-0.01480728877159056,-0.00233807397308167,-0.009804352303130395,0.002369049926936118,-0.015684301887566834,-0.006714383136384773,-0.0204011168223969,0.018133237729058522,-0.025665692834314382,-0.008553997494463943,0.007080914180526765,0.0018993367126731702,0.00260692398560331,-0.015433013211556289,-0.017683692984673916,-0.0047080407806185925,-0.007474887946806057,-0.00510273788288883,-0.005455710519070783,-0.004146592374498752,-0.01934506436860825,9.7918898357972e-05,0.013225246760942196,0.001346320787659546,0.007045883225128666,-0.008225440707698947,0.019527087609021186,-9.112532488856945e-05,-0.0017077666516616113,-0.005664202909700058,-0.0057269244319230785,0.017293582303767274,-0.018219031497510987
0.0004653764043138414,-0.007306013717562634,0.1983975723182251,0.012472638805649808,-0.02494141465004311,-0.0045625198031106415,0.003274239147687182,-0.015140842025830811,0.004960079883369744,-0.015409204829990034,-0.020591671714064532,-0.035499314316184735,-0.01062835854590471,-0.015619735972394045,-0.020142716935188595,-0.00795266360448322,-0.00944078960644654,0.0059514499013611985,-0.0023960328038263065,-0.01782694841351524,-0.015508060359269191,-0.022407736537630715,-0.0011598845743135378,0.002611427375867505,0.009923830374104306,0.0018051477231124048,-0.017353959266862985,-0.019109246579508236,-0.01335429980634893,0.0044045303646923425,-0.006077960081244378,-0.010236508255684926,0.004803831731724389,0.005326832252787038,-0.004650027642969094,-0.008316721320314087,-0.013387989204530062,0.002308510841798247,-9.232645150181624e-05,-0.0225917446471954,0.018581399826290035,-0.006249018688635545,-0.006556421328137637
-0.0029068865505085316,0.10593229134834685,0.23341804335474817,0.013798770436899253,-0.0021545959733153368,-0.01595615933620293,0.0017700131394039254,-0.007986213822526123,-0.002243906163445515,-0.0006016212166134495,-0.005273480701873639,-0.00722264477432376,-0.012159848791677077,-0.020247263205710863,-0.0009622243827908069,0.007964691503813707,-0.03222176281467566,-0.019868978414998545,0.009101564314140172,-0.009419575397055431,-0.0169437502843256,0.018483975728298862,-0.020259547891243318,-0.010586837415028931,-0.013587741209312892,-0.013972033868160072,0.030215935503295398,0.004910282444739797,0.0013650266958637448,0.011333892013296584,-0.003648387309552653,-0.010600296235546439,-0.008164716574480778,-0.013315301781262444,-0.006337030875679403,-0.01598467354748334,0.01874065118122147,-0.010614977046126295,0.005837595678636202,-0.04106975911318342,-0.01269510191438701,-0.013271727035524667,0.013689407176453188
-0.004167021103419238,-0.058869374109465085,0.21053204482785268,0.017435245467281268,-0.02643335816266212,-0.01923782619421804,-0.03156271329302816,-0.03674511121125881,-0.02032428870836867,-0.0063468247964498965,-0.0009260695672506959,-0.017448898491369137,-0.003914079096870943,-0.012516028915381384,-0.01734829947522757,-0.018662873387402194,0.02271297422589904,0.0067981136375779745,-0.0239480572078681,-0.007438496850631984,-0.009873353278373397,-0.016344095594525154,-0.0026151297683635315,-0.010974047815232446,-0.005056171428161565,-0.03996407035236009,-0.023953551682177516,-0.008743051960285363,-0.018414829905304485,-0.008178216107343447,0.009173161637343786,-0.003432767245297526,0.0041163876460793055,-0.009170190115275718,-0.01367634812219118,0.014239930867817725,-0.04610397764370929,-0.0029997022823706173,-0.004961734288235136,0.014788453641682365,-0.005241698283691608,0.006920910904854729,-0.03672762212474067
-0.0031813776580278596,0.022026219676365383,0.23658593512123224,0.011937894034345371,-0.016067591717439746,-0.011763479363475462,-0.03052266599521149,-0.01493733109117758,-0.007716334442925732,-0.004757473648048496,-0.0038926662181596387,-0.04420691735456396,0.019889148919528615,-0.016014177478125658,0.0014748910832128484,0.0007360431294291458,0.0098191632045719,0.007068642806980902,-0.023864306259036478,-0.028248439339331754,-5.624808142873647e-05,-0.02117546323967719,-0.02077585337855197,-0.02711092027536104,-0.00927466324779943,-0.031983792442885906,-0.016407086998781864,-0.008183843951348645,-0.00911288692436731,0.014178234160377248,-0.016865978614046505,-0.013334364236270442,-0.00778426919157726,-0.008700050525394075,0.019274339576854486,0.02207333614887504,0.0026363976500738797,-0.0037733932959996405,-0.0336843100041576,-0.014601732096899115,-0.017083211637195585,-0.0038407125960100534,-0.01318791957432618
-0.004779391647235768,-0.0440946066885296,0.24853009739018317,0.014445688802468536,-0.0027304915194176884,-0.003929887415134364,-0.00955113691491428,-0.02077470908661378,-0.011998116213103637,-0.039862496331667774,-0.008915644720535536,-0.024074115135624154,0.0050742700672963634,-0.0073657259116465265,-0.025803077618633808,-0.008452006537909527,-0.004878331191744679,0.007052195112049195,-0.011209665272010227,-0.021203108305356974,-0.01840668517318486,-0.02246289081604033,-0.04071203005037753,-0.028004893056817033,-0.013013544389089438,-0.024696813536984143,-0.033412514528541014,-0.014959015831987946,-0.019006599144854593,0.013733718144659124,-0.006607645450558431,-0.025286878722781632,-0.0014598991517076605,0.011637003882782767,-0.014649133541360984,0.0016222235503667716,0.00010475820730279856,0.011432811116506228,-0.02810688232608196,-0.014908755848644317,-0.011579312006826213,-0.0057388076788424955,-0.01516101971965926
-0.0003360490114415579,0.17580601395512443,0.31733230564847936,0.011468156825726621,-0.020689882895621785,-0.026411544348857147,-0.01376422758080893,-0.006299037561103851,-0.007489709594778777,0.012166091928507412,-0.011764729836949622,-0.0004507358317529743,-0.02459796703412011,-0.01974880592812651,0.004450620177095978,-0.011109689681276604,-0.015627485781171516,-0.02431326983493559,-0.010592590031536068,0.005108361240692433,0.001531130266668991,-0.00037936682857839764,0.010038206742634106,0.0071258723957424806,0.00014508438509109678,0.0042050804614699455,0.018897106875644873,-0.0021297330179359504,0.00593151205171215,-0.0270018248079637,-0.006433296130511416,0.004175322238779948,-0.0033399676660205786,-0.020872830076568614,0.0028739866976390605,-0.013872365221272272,-0.011290897219372976,-0.016162999646518874,0.015689430983012412,0.00586338984938967,0.003185161009935244,-0.0022852885667829677,0.006312712450667629
-0.0032335239761126385,0.17778990343270165,0.2286162995008198,0.012396472466802715,0.001771508855787049,0.00961257129083894,-0.008643955195787065,-0.006797545748645717,-0.01874648317364179,-0.004944704124953791,-0.03146414780694789,0.0027460867455086357,-0.01948219391352988,-0.015427804843066202,-0.006836430937519679,-0.017725159941528058,-0.02344867207599912,-0.031897102077542636,-0.0059114932767372575,-1.7410769932603388e-05,-0.016700400634716027,-0.004291733435704562,-0.004764875775120704,-0.004095605430944198,-0.009509732949966519,-0.0018731229047391786,0.004015305311290903,-0.0018326255659543431,-0.003237650190536936,-0.023407957926332865,-0.014260922911745917,0.0036879667211904606,0.008130428343509707,-0.004514601245465021,-0.0002612074258743569,-0.008598326879253668,-0.013460779007702211,0.02194132969881173,0.002817428578160248,0.014616485861497115,7.398485284810933e-05,0.003597169217196665,-0.008781222043830472
-0.0010290271541905482,-0.010066594169955536,0.32201955604327964,0.010478748438921092,-0.0074552139583224375,-0.017383744062136344,-0.017315088774606555,-0.04376396139404852,-0.011966971083395391,-0.007941755555578004,0.002311066434352692,-0.006151832739986941,-0.003485710073026757,-0.0004585065124631197,-0.012051901734725035,-0.018496348171771947,-0.0010945994821156557,-0.013699560908291608,-0.012289853250750814,-0.013763022838912594,-0.0022490000691952,-0.0068172372435096554,-0.010598177995797025,-0.020297683271840637,-0.013621454516924482,-0.0032477856008104773,-0.010700504041619534,-0.0008769187177868119,-0.021730695393910586,-0.0015450233605304921,-0.018348028880508453,0.013187651067083323,-0.017940211276145507,-0.0005888525681367969,0.00809333416138454,-0.026445886471869514,0.0070836051920654215,-0.010163972666307254,-0.004195134820767229,-0.006999966081880818,-0.0004634682554075537,-0.025151987684685448,0.007787589409859057
-0.004551427126420792,0.010865768870841345,0.22236746870207427,0.014696074382619254,-0.009472044499749527,-0.008004136624954377,-0.004186483763869095,0.01221446015638697,-0.01258732305252259,-0.0034032092529790304,-0.027784139625128372,-0.021968232060475462,-0.02536165356593272,-0.023824636566707327,-0.013749698975296445,-0.00542821111658014,-0.022820607295548526,-0.005493329617046337,-0.015459660680930437,-0.005395107421683285,-0.019643935388175524,-0.0016519837650354357,-0.007380454459320502,0.00870309558312411,-0.0057736277413276416,-0.016896352911543983,-0.012763489440379982,-0.024199782235590186,0.005300043034745178,-0.017731770368601095,-0.0005865848108580233,-0.03020561683615784,0.0049457769182183545,-0.014902634341738972,-0.035093519761171935,0.0115183326182061,-0.02494534137033224,0.004319584829398986,-0.009451331663250767,0.004175397134684835,-0.015073821984204143,0.02150435396464342,-0.009860015418167107
-0.0023938266468058367,0.060960948240254005,0.3609423150823836,0.012968695000787568,-0.012895555255071816,-0.012566684026166309,-0.0011020609392518388,-0.042316475946693015,-0.02040386226034061,-0.019009083480110912,0.0037393940263438165,-0.004622524145914827,-0.0036860344410327645,-0.020936973595190003,-0.017972305849966393,-0.01990117828718536,-0.016074421462288598,-0.02236609686532616,0.010167502090310553,-0.008592203736020869,-0.0046987789288183745,-0.013142404405984135,-0.003397413279177712,-0.03390563199096703,-0.012466046334511725,0.004695131596096672,-0.02185457019435119,0.010711396681624852,-0.0077293011810940235,-0.028620485071701632,-0.046491793107926685,0.006389963772658435,-0.024739170411372816,-0.019595862016403277,0.01340672294033737,-0.01991093560380241,-0.0074635969632576475,0.004230245975588213,-0.005065623670092102,-0.016031133418139432,0.0016522819794504084,-0.02915375388273068,0.013458551676239768
