alpha_0,alpha_1,beta_0,beta_1,sigma
-0.002258959201120271,0.1183718012214993,-0.08785856903097226,0.2746799310884107,0.009170434557834253
-0.0016028810754903967,0.03957879602862199,0.10097309746993922,0.07984210733845973,0.012520741948114027
-0.0015133436950117802,0.1237365051275372,0.13444994932221527,0.17559305088610017,0.010948321540679987
-0.0006560129890898483,-0.21949152098160038,-0.022984799578642117,0.3042839616772805,0.01053588858668216
-0.00015009100565400004,0.28818990349267776,0.2436374364553091,0.05132445353251424,0.012800211300774907
-0.0022511073367566603,0.09252948595954934,0.03959763242936955,0.09389520257895961,0.011331396239487252
-0.001263401471633837,-0.1326809513829928,-0.03617156510139153,0.29468468631651895,0.010033974591127617
-0.003487774616425525,0.23377237495383973,0.1384433273659427,0.15439913119313453,0.01097144435687145
-0.0005245906802388817,0.08569986649849537,0.11790948606857918,0.24073855369835323,0.010690799161386341
-0.0010310912516312536,0.10895085904296781,0.0699437759494478,0.26629404482459756,0.010238841825220822
-0.002952864119369807,0.09613926301529173,0.07850804842135373,0.19391571099954139,0.009740542631623376
-0.0010639886406687044,0.0917308391026162,0.0427243285978893,0.23527245320507456,0.0105558520450455
-0.0025572790422020873,0.21859509487399786,0.03810334133712033,0.23700665132026824,0.010691161380905341
-0.001224321024269867,-0.05848410226827224,0.02434121267829424,0.21988168151363205,0.010835293193639692
-0.0007986533619083331,0.22367374085969846,0.07644039734550188,0.19046740813259683,0.010981583112692844
-0.0014664084812317292,0.25225511995568284,-0.039831730191366,0.3074361318583886,0.009714791242556947
-0.0021460826977944794,0.19143952570991507,0.15525448881637663,0.08062378853668922,0.009135832210179844
-0.0004872568367679626,0.19293143730006637,0.08915071067013544,0.15415093833964694,0.012072462734183314
-0.0020581799574082736,0.024999414952128287,-0.001413615365721741,0.3064112138819586,0.012195144246845166
-0.001154864667840078,-0.01901201237224847,0.12463148366345589,0.06355325743859795,0.012673591415011438
-0.0009878843821720916,0.08608715159349735,-0.049783997412484356,0.42681638176292014,0.012351869914690597
