alpha_0,alpha_1,beta_0,beta_1,$\sigma$,Y_0,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,Y_21,Y_22,Y_23,Y_24,Y_25,Y_26,Y_27,Y_28,Y_29,Y_30,Y_31,Y_32,Y_33,Y_34,Y_35,Y_36,Y_37,Y_38
-0.006636020261047239,0.07113070577105741,0.33831114907059306,0.08375783135240021,0.01087537939124636,-0.025472892009767052,-0.018898092992740347,-0.02976107697274239,-0.021406664159771605,-0.030128973628872065,-0.025355179458958294,-0.025681202439682,-0.020997388081764337,-0.02385927221486666,-0.03711316770616431,-0.02145306027492109,-0.015168130966217866,-0.008871895222173045,-0.008457247075151659,-0.01467025675313447,-0.0043876908811516365,-0.015466840158293018,-0.0126733620140547,-0.0018937265876663718,-0.017654328503713346,-0.01157974681896023,-0.0036584674684233317,-0.010120285180289894,-0.018266074284809836,-0.0043555619063609385,-0.025197916269520598,-0.016043840155057824,-0.010793136967376738,0.0022604166306906914,-0.015821865314777507,-0.01986490699964307,-0.006328420912456638,0.002966749886892655,-0.017922249070164577,-0.0381050236469344,-0.017292547649024336,0.00040020799362480513,0.009518476607362493,-0.01539218862987343
-0.004687991807716553,-0.04783889672051692,0.3839657272973226,0.06854817197890697,0.011598804999730535,-0.025310718508060916,-0.03710492157989764,-0.020874384353832768,-0.026473891387081342,-0.006707936395532107,-0.030483663701370293,-0.022434177114400433,-0.032634338436483265,-0.021190356098063377,-0.03671483616949001,-0.0448836034046637,-0.026693814027005332,-0.020503482845878874,-0.019989012960879925,-0.009100184596877291,-0.03199336424216327,-0.015095176596277337,-0.03932384790721299,-0.011930178156799778,-0.03521764389705489,-0.01494443565127938,-0.014263246322384723,-0.02028930912260772,0.009723325624726581,-0.009158272207555138,-0.007270129994071561,-0.009139584650104903,-0.01101764690647643,0.003083081405813427,-0.018982547275642647,-0.028084655269345508,-0.018524814680380752,-0.00107175083772285,-0.015479981481244834,-0.0298842886037668,-0.003981581442164977,0.012086400171591722,-0.011717128741493076,0.0006972461258324921
-0.004711802553005618,-0.06165173613096697,0.19992127018450737,0.08742832682816268,0.00955765393353072,-0.01082499612094653,-0.010932760355896761,-0.012808214694848398,-0.015243947591496514,-0.03013407084591051,-0.01653762373708164,-0.014390227106923066,-0.017962187574111766,-0.017503568244017085,-0.006582742519178666,0.0044971692054827875,-0.011348689855479358,-0.019673782905825526,-0.016788188172916184,-0.026776537830373027,0.005101573571408531,-0.02384078566424194,0.004726685716694377,-0.025644807021224802,-0.0015532531621448046,-0.009516113801014622,-0.022436504502863275,-0.022316838240506915,-0.024864640239985653,-0.023885491923314777,-0.020606240470914763,-0.018263821512086994,-0.015606747944113054,-0.022189553400676652,-0.005269461160266032,-0.0004986883794696995,-0.004636885942891557,-0.03044631917511896,-0.00755970536108544,-0.006898559728857296,-0.017125417626256877,-0.02701557645205967,-0.008954102108652447,-0.016670766713926553
-0.0029459814568665306,0.02569479303617512,0.10616640604431796,0.2955134232103736,0.011593372366991525,-0.023280851768912418,-0.0213113866381601,-0.02438473878901252,-0.026849768075750895,-0.006627565027420885,-0.021289574047848987,-0.019518833042763674,-0.026555937944766156,-0.01768906572514726,-0.02178271193388935,-0.040532767613318775,-0.023843416910131948,-0.021260299386566175,0.000882131215398618,0.0028633018844787363,-0.02159721708588255,-0.012302900775780064,-0.0380443189866978,-0.007536506511651704,-0.030843254929314213,-0.024405321292904368,-0.006463440743752707,-0.0027884216613768523,0.004088315996653051,-0.0027429279577575287,-0.00873425783078216,-0.01217610425164024,-0.01089076331964186,0.005649051869254977,-0.01568323977975291,-0.023537344018440216,-0.027661311759964047,0.01559279430811324,-0.006789346486677609,-0.013495908889390387,0.0026031083112595553,-0.0237491499383779,0.001607569561644902,0.006432742496938612
0.00036030294499940615,0.08226373422073749,0.0166472177939947,0.2528403685222667,0.009558956959995112,0.008410710525933165,-0.000674696291604759,-0.006674443625992885,0.0006219243630310298,-0.005289376678880536,0.0013047994610290846,-0.012081644372584072,0.0019333490066479676,0.010022116017758674,0.005733117556671692,0.013795564934419243,-0.0002906940954776721,0.017495079020075455,-0.01117664150021376,-0.013423923536215862,-0.00430623086824069,-0.010692733094899229,-0.01748302201385097,-0.005216931707382551,0.0013230064791050432,0.0059842127490419535,-0.010084385236053013,-0.009639204779232266,-0.019631259845717806,-0.010151362127747227,0.00032566617968999125,-0.0011831749698933407,0.00041888434510581546,-0.016711507673541924,-0.000662110362265675,0.013537325207170674,0.013434467002898609,-0.019246311062701374,0.005044464737563055,0.01308590227821809,-0.015351159924887557,0.012453675117479196,-0.012887697475044925,-0.005433350793103812
-0.0021665778230111543,0.2783554674168729,0.10955641904638236,0.0806958316935786,0.010577164064574297,-0.02532599849782256,-0.01407504034343304,-0.003016982135251164,-0.0030116154691581776,0.0005430193574248708,-0.007909858857391015,-0.01473865963556136,-0.009582558076805489,0.008365139647359743,-0.009264649896536713,-0.014780558020983995,-0.0011698887123762728,-0.025645527512233212,0.004459300181552416,0.003708068156735267,-0.001366306527640284,0.0058172515436649835,-0.010752697176262035,0.01069461526615646,-0.006383579911502962,-0.010272032364467111,0.004162254344328968,-0.002638879775510014,0.00834402987830697,0.008665380022316076,-0.018521944311582345,-0.0020967478632570027,-0.0033662110884398024,0.017601788212089638,0.004365946795115586,-0.004341851293859086,-0.010814796459193688,0.01722860578351277,-0.0007280379715641867,-0.0042543665361685495,0.010285992747497363,-0.008208081277856829,0.016636184474353125,0.004783030131061394
-0.001688832156835456,-0.0017083489615813234,0.02348585614959983,0.23728979644478537,0.009459586673747668,0.0026565516778338286,-0.008748979980807741,-0.010203841332232193,-0.013118999284951305,-0.020061084629024842,-0.017407423956295943,-0.0074257110151291755,-0.00844237935052464,-0.0057199033591687504,-0.008683008876620218,-0.003876474305312575,-0.014508362763935474,0.009101040481757494,-0.01773559367220644,-0.009703341188050205,-0.013299814259638117,-0.014103978064349126,-0.00744926095127686,-0.02484874362529596,-0.005435138957240413,-0.006368620676027489,-0.014563002622828503,-0.00707742885142142,-0.014917151369475959,-0.019527096305324388,0.011455533188726998,-0.005144925946568797,-0.010061423623979824,-0.02385466593900483,-0.004526947849265722,-0.0010575059495527995,0.013375903683038287,-0.0240573283637892,-0.002975161040696429,0.0015475972148915526,-0.010946814360105438,0.0015165694067683388,-0.017212976305792924,-0.005604033128633738
-0.0016882043909319066,0.2000078549488569,0.08651697477601546,0.17001863401391426,0.009707675099182234,-0.02158378528904596,-0.01033784194777939,-0.009016829047466639,-0.012210376329911787,0.003318801931669948,-0.006546292641980275,-0.007595857294628803,-0.009167966152627776,-0.013399122318058199,-0.004314539656517827,-0.00747283014960789,0.0009259428613073086,-0.02619110449737815,0.004762073808315467,-3.4159536367231414e-05,0.0006312116396423385,0.002850130869468334,-0.011793162751287025,0.016273666251904816,-0.004325644138394322,-0.007895478237761,0.005453535737285229,-0.0019003484746925984,0.00703783612000747,0.012120715351066706,-0.014167170380686388,-0.00403941638159369,-0.015504173787147274,0.014117333434671218,-0.0008904961333040929,-0.0053110204988553915,-0.010071568692941417,0.02336318528559035,-0.00029286019105152197,-0.004611018042171499,0.007941433089830044,-0.005061078982233365,0.016465280355849564,0.006122616009952701
-0.0016882043909319066,0.2000078549488569,0.08651697477601546,0.17001863401391426,0.009707675099182234,-0.02158378528904596,-0.01033784194777939,-0.009016829047466639,-0.012210376329911787,0.003318801931669948,-0.006546292641980275,-0.007595857294628803,-0.009167966152627776,-0.013399122318058199,-0.004314539656517827,-0.00747283014960789,0.0009259428613073086,-0.02619110449737815,0.004762073808315467,-3.4159536367231414e-05,0.0006312116396423385,0.002850130869468334,-0.011793162751287025,0.016273666251904816,-0.004325644138394322,-0.007895478237761,0.005453535737285229,-0.0019003484746925984,0.00703783612000747,0.012120715351066706,-0.014167170380686388,-0.00403941638159369,-0.015504173787147274,0.014117333434671218,-0.0008904961333040929,-0.0053110204988553915,-0.010071568692941417,0.02336318528559035,-0.00029286019105152197,-0.004611018042171499,0.007941433089830044,-0.005061078982233365,0.016465280355849564,0.006122616009952701
-0.0016882043909319066,0.2000078549488569,0.08651697477601546,0.17001863401391426,0.009707675099182234,-0.02158378528904596,-0.01033784194777939,-0.009016829047466639,-0.012210376329911787,0.003318801931669948,-0.006546292641980275,-0.007595857294628803,-0.009167966152627776,-0.013399122318058199,-0.004314539656517827,-0.00747283014960789,0.0009259428613073086,-0.02619110449737815,0.004762073808315467,-3.4159536367231414e-05,0.0006312116396423385,0.002850130869468334,-0.011793162751287025,0.016273666251904816,-0.004325644138394322,-0.007895478237761,0.005453535737285229,-0.0019003484746925984,0.00703783612000747,0.012120715351066706,-0.014167170380686388,-0.00403941638159369,-0.015504173787147274,0.014117333434671218,-0.0008904961333040929,-0.0053110204988553915,-0.010071568692941417,0.02336318528559035,-0.00029286019105152197,-0.004611018042171499,0.007941433089830044,-0.005061078982233365,0.016465280355849564,0.006122616009952701
