alpha_0,alpha_1,beta_0,beta_1,sigma
0.004879151002684689,-0.022976890056543346,0.09753321393534439,0.2402441410721607,0.014160720259778195
0.0022235357734323963,0.3103349690438511,0.15177722400788113,0.1477256666857413,0.01236272009063416
0.002782979457790728,0.2111859849813604,0.3052283510867029,0.06062663434730128,0.012987236687913236
0.004843892816594171,-0.013992212198222284,0.06376422665172389,0.38795568026776345,0.014585934906263968
0.003970431698860156,-0.017895814983322596,0.11340538046853611,0.25919642188715053,0.014159786747725878
0.0027609679404679106,0.18883701644786163,0.09853529070181549,0.2223133124331434,0.012412027506734058
0.002135169818231008,0.09813376162001468,-0.011161550480550213,0.40937751615244916,0.012398031417154282
0.005793043015937996,0.16149427761220578,0.24216332697995113,0.08140903532513087,0.01417673914326453
0.0034992065302072435,0.10146627975187658,0.12403343691947684,0.4432109938339376,0.013303955350815782
0.004621263924219225,0.10641383352824108,0.08465734876665437,0.051433074806104276,0.016368070613625437
0.005823776458339549,0.20074066765456974,0.14228403170546977,0.25075210949736265,0.016842059193046266
0.004528270266774655,0.15649089988481424,0.15228240482537853,0.28895747819916534,0.016692606597616483
0.006944224197793399,0.3019917783583794,0.06698804028514455,0.07958493189098816,0.016935575599996564
0.002800012734296001,-0.036535867061794666,0.010315285518230822,0.2406729698054321,0.010834725784113144
0.0021414059986135667,0.04099922981167742,-0.016978532357593275,0.48950977309440463,0.01524681618109577
0.005405799999237033,0.34876061216788545,0.12957972898251074,0.23080461367445498,0.01285973799928158
0.0033092459123583036,-0.04661085643617763,0.17885195338945672,0.1878940607327142,0.015071482163106848
0.006504286729203899,0.18795132457011673,0.11708970283452816,0.28836453356135844,0.012920827193538676
0.002666472392434223,-0.13219654011183207,0.13578797166543255,0.3835576996167663,0.015141726282771264
0.005168591291593654,0.43639382599208226,0.2624397277702496,0.10933369224487463,0.013232270633213849
0.004864295485044601,0.4808734366965922,0.10774052370458534,0.0897971378016633,0.013194104996395875
0.003749720992369516,-0.12531288130653606,0.10734037090875993,0.07072196609892317,0.014938599096452076
0.004766651242077128,0.08333323598673352,-0.015848883390031217,0.46023697009190606,0.014481458937039103
0.00087856985918481,-0.0682139771283113,-0.05418621558630122,0.3455780008435232,0.01345201268374539
0.0017888724879754122,-0.006170619025777022,-0.013572319327775278,0.28972204779831584,0.014496114818806345
-0.0027841160823684086,0.10616558415722738,0.06610408044088832,0.34091689600948505,0.015304035446951827
0.0052268766132982925,0.4721215101215406,0.0023455073368116486,0.05244661682937185,0.01646829893748474
-0.0008614298433609927,0.06573917468132287,0.1611853225857508,0.3268667260002583,0.016707651011008
0.00840157810763917,0.43881341508786914,0.27063936090922946,0.07693349009637761,0.013603947343561296
0.0045390144732078575,-0.038699749583296285,0.2556531979380282,-0.010586498636153208,0.015377048521085419
0.001538508549416599,0.2958295848483439,0.08431093800779892,0.36207150827798257,0.014403757442091972
0.00398217687155236,0.12695582241919523,0.18644122622432485,0.18871584185554,0.015123313878047141
0.003958228210838067,0.3406077127421795,0.03972904965084392,0.1724843497478223,0.015287022200251948
0.004354747137588443,0.38040880130279997,0.15304878363652527,0.23635474455266434,0.013971212204312276
-0.0010782835931816,0.13682422413796258,0.09041289242054877,0.12541403024769324,0.014084415298534844
0.002750471575434309,0.0126407306811521,0.20927784659248955,0.05410214446850858,0.01359759905398885
0.01018265745319678,0.026718751784810743,0.16058059602464753,0.19133752343872915,0.012778682329451212
-0.0007127875281149585,0.10505544494283707,0.11450949714735084,0.2716001876423055,0.015855234624082316
0.008957917545281925,-0.0356845746170425,0.09532733571527337,0.32663994714480266,0.012463289567114054
0.0005581289608250901,-0.019996976064172365,0.15260046494303614,0.14529722812571036,0.013710275412389299
0.007397048060448175,0.3237092805334375,0.055436073272228006,0.30598616019315467,0.015870061941445725
0.003939841833901926,0.12640243207395657,0.10954811828933664,0.323898044415635,0.011948410840028852
0.003623090201522325,0.023598710178693125,0.1484493588333645,0.07947555576718685,0.01619349135551355
0.009715015570630932,-0.015861966642240002,0.22690109726700516,0.18923988472244813,0.011529377402250967
-0.00043540068983583994,0.4517084058568447,0.005097090227587491,0.4871403733052486,0.015860492038366328
0.005475816249269759,0.30437256903867504,-0.0038885784959665185,0.13920495124458895,0.015746688599855042
0.006930025589468978,0.18695325909390578,0.08400777432043313,0.2428675644127498,0.014221916466298017
0.003791869067780645,0.19121845136389404,0.09432140374989299,0.24169283168601338,0.012331006770459731
0.00255381141291598,0.2078792798177666,-0.027000784401716223,0.3768431386756249,0.015278120226088706
-0.00034713237257000224,0.35037876221468095,0.05418442511493403,0.245029738118327,0.01269662104835563
0.0075313109440515325,-0.10952403771649616,0.20802274833430787,0.16433627445627863,0.013787499662210954
0.00019789131588552835,0.4115921771134348,0.021794211108641173,0.05310361835013932,0.0165456334917865
0.007767639021835799,-0.086959245267543,0.17642298065240059,0.1660710886874249,0.013358069554619524
0.002909532007491081,0.22220125732358534,0.08169372839401372,0.1655595237119332,0.012686799884282262
0.003502931021632348,0.22474210031176356,0.08581643406778083,0.17712947080123312,0.012677228442187369
0.005094278142714538,0.045749145482013434,0.21596494598568555,0.034611688531913064,0.013496552765034387
0.00265302405812576,0.25761078553588596,0.010162385450722003,0.2776616227065087,0.013377974761257953
0.0022875018459770653,0.2949820863543489,0.1777016891945315,0.12015502799935956,0.013623218282442706
0.005168628033891489,0.2786210234929199,0.04147194764637491,0.25426168755270095,0.014233072696795556
0.0011472617762652991,0.32215547203652056,0.13075767571006502,0.1630578373834686,0.013755221672245712
0.004017881943088634,0.2511985221164576,0.04701541819123843,0.28012934935687717,0.015464546862926167
-0.0005814588171974982,0.10668733887186538,-0.008164415441022067,0.38479221818870424,0.013981534440294263
-0.0007818025599855357,0.08729662249851132,0.013814749951955049,0.434396590286075,0.014110454532854125
-0.0001951240951896672,0.09895367879327902,-0.024814205512773874,0.4883680992803946,0.015017774227337119
-0.00016638409278958613,0.14822272773915163,-0.011603009620922153,0.5084109479164021,0.015033042294542815
-2.8663296647968183e-05,0.09795605581718352,-0.042651155135514825,0.48318012761570905,0.01518450757473435
0.0051066313380143825,-0.018078485574502815,0.05601952899402459,0.26606843492772236,0.015307631426527123
0.0053495954764607775,0.03519966226134976,0.01857869983156697,0.308018302881929,0.01476558192218364
0.0053495954764607775,0.03519966226134976,0.01857869983156697,0.308018302881929,0.01476558192218364
0.005181669934756671,0.026098339534477055,0.007098566535623481,0.31978650097138384,0.01482160704779527
0.002181635701213998,-0.00016247712143428356,0.10375907802845741,0.4007553826880176,0.013370720775942337
0.002021121543489024,-0.21102186417855023,0.04576993637837404,0.4221171154419914,0.015178776293590362
0.0013021933260011689,-0.24342128366416008,0.035494149885674495,0.4615202333211505,0.01580354693674934
0.005749392422416187,0.19237741978787867,0.031482781831894416,0.17671166189968587,0.01317483039892725
0.0006897709247298477,0.15026101896620045,0.1352367747358104,0.3200234592922925,0.013731080576837761
0.006602744984499667,0.12677547507438738,0.15054959853335262,0.2355731955283244,0.013055362896200125
0.002763331471956074,0.19131466069759862,0.09100078534563381,0.20277317200791492,0.015605121960915243
0.00489012960369521,0.39065140395021714,0.05729506441566991,0.31141277103388737,0.014361406238392596
0.0027613551662820646,-0.016995963729904633,0.1594070819299161,0.24045412912421102,0.012150695466781564
0.00589224795610617,0.08169145660994942,-0.019275223748644037,0.23086850522773453,0.015214634464807501
0.004841016050025861,0.0257955338087155,0.21528746473042082,-0.041329311790292006,0.012856097322404673
0.003365599164930246,0.16309152875058336,0.021078390545550295,0.18285308317543847,0.014910202825950899
0.0013406898169203616,0.09068663938877077,-0.071037542274263,0.3627605848764174,0.014415482135456443
0.0023671396521895813,0.04412076723744437,0.029737986529097923,0.3495475442961823,0.013981223925630103
0.0035058546204975415,0.28128585646605575,0.11656018711472615,0.06809498757629262,0.014233648330069898
0.0028966081432278594,0.37105616326849017,0.2091026334158409,0.1979542159637431,0.01311468652064861
0.002623389308905171,0.3595873506278319,0.10619156835041203,0.07275394170937537,0.013139989640385543
0.004381156494733714,0.29395945151045033,0.1503896926145033,0.11754877405846412,0.014830901010353536
