alpha_0,alpha_1,beta_0,sigma
0.0024180017676539334,0.15228158757584767,0.14088974476981517,0.01311619723124738
0.009415924608134828,-0.061728865270824225,0.2947625166718882,0.01714631455876494
0.005186199912437972,0.28463842192676353,0.23324696773496778,0.012978903403718742
0.0063039950270358395,0.20429291077624379,0.2309624343384217,0.013942383190001139
0.0039291684576891585,0.2089340528579097,0.19831078337217717,0.013363874018687652
0.008716477039392477,-0.002907500635388889,0.20631532235980732,0.015066093117501593
0.007193881927435501,0.400507246097701,0.2978634340115791,0.01359506146409222
0.005485414282694683,0.42369269012892374,0.2262234013487969,0.012796713865723383
0.007379975119703374,0.057963511549067585,0.2986784120371762,0.013431802585779572
0.0077771587511116175,-0.01690609740094466,0.32752232045713287,0.013913635074883853
0.0018507421271387189,0.43574543836859225,0.09857687964329552,0.014421793287117454
0.0061552336704489225,0.0817585903182861,0.2684853623739142,0.014186931835468087
0.004065470252338256,0.22048953813130173,0.16996443042698928,0.013079213646815574
0.0055509696188321585,0.1547638898046962,0.20800244968900333,0.013112457818642455
0.007432274111880252,0.22545758291445747,0.24692432102481532,0.014207104501142006
0.004850639930582596,0.1873746300410021,0.2551565829522879,0.014034530825175279
0.004498239731228526,0.38200714088894644,0.2048486102459612,0.013840768656530125
0.0046021980624537315,0.1255880730573469,0.20560842824580655,0.013724669021694013
0.002301427644145974,0.1597798389770126,0.26208964994130335,0.013759693356276881
0.007793066932827778,0.21314935978066848,0.17400790352720247,0.013643638645899724
0.007312026652951883,0.3011627852600475,0.29648277429773395,0.012226026893643126
0.007703533433632449,-0.10504819668888198,0.22022447767028264,0.013701165183144097
0.0026874722946117597,0.5346334382860859,0.20154475755020512,0.01267546732733157
0.005933529032898813,-0.05721392204451784,0.1331176757744277,0.014354972361485283
0.005859263000697557,0.04642286310650814,0.0441161697685948,0.014725757765567256
0.005096999206089523,0.17312370995006213,0.19821355178701772,0.013641288185835343
0.0023361297529559876,0.22694486228556782,0.2141461779449451,0.01474057581453021
0.007161677199035641,0.2072334506558912,0.20757943025520656,0.014125469082933299
0.004490967570779968,0.19419041468019863,0.1903276316071016,0.013388856321165887
0.009298594091274995,-0.002321491571788875,0.3240205400933067,0.014364545458594566
