alpha_0,alpha_1,beta_0,beta_1,$\sigma$
0.003500606627781978,-0.0780633976897355,0.08753583060440513,0.1322131758155993,0.010061904823954968
0.0037316893827461475,0.12254790004429478,0.11982533722775042,0.1251210444764052,0.01154179601257908
0.001091911944079115,0.09754919218465802,0.15691320773710252,0.11019822052568819,0.009573464494533541
0.0018409710981829237,0.18295102341108102,0.13839131422356413,0.014383491597667171,0.009303939900286872
0.004554778160982454,-0.10051552729442331,0.05108668006490941,0.1816979845111593,0.01172325645474247
0.0038754176215138737,0.015184139028249045,0.1006942457492304,0.10897420564324453,0.010290184110792508
0.003445147157801993,-0.03541390880947663,0.030933822348938354,0.21155859826184648,0.01242132276708378
0.000331470245589262,0.06978434860831217,0.11319319014053682,0.22938877864297305,0.012547654983502509
0.001009586689170429,0.014943984610705513,0.11564840707450454,0.2193412296895739,0.01083642760260178
0.002247797257231958,-0.05028091691267467,0.06440572507017554,0.2105560816035244,0.012180077758889891
0.0013926926803320924,0.09979249817428014,0.09205359656866222,0.3695040930578575,0.012794037315739111
0.00033369829975521,0.010221815968386033,0.09284114222337121,0.2536290237159613,0.017178251627947918
-0.0008244409564787556,0.019374408058668503,0.07742899919516287,0.21452674500209726,0.013521394027198104
0.0011997304400234762,0.1488358822977704,0.045295383391093444,0.24743688019472074,0.013755677277691104
0.004291243750987509,-0.05175581873657953,0.10930633600560104,0.09090958905275566,0.009977004943505296
0.005220189203774908,-0.1396664905033117,0.11775604107981523,0.1706968904895847,0.011988753493109596
0.0037493831859382078,-0.21748259412209367,0.11002436509391542,0.07934249239131597,0.010564602780001531
0.003295503164332299,0.05619849603037651,0.06543505476075341,0.2257091206460212,0.010666059401649738
0.0026131275760445266,0.004561137207965197,0.03432282934887673,0.26439195440118907,0.011734037947783535
0.00011108502193513326,-0.05068949219903305,0.016932679872988635,0.2872054453188201,0.011259412447977147
0.002747873002172537,-0.10825866597905148,0.08073962130301159,0.29887155192632464,0.012267178522982371
0.0038064186195624653,0.015120030512412988,0.08349044391632375,0.1950079332342887,0.010957799608160318
0.003586805848178731,-0.023041600084243496,0.13232561819459931,0.20791078850275957,0.011329210739147479
0.004036326257426556,-0.05286594343644244,0.1612750566918991,-0.0008119211506777144,0.011559806327433812
0.0019784805121543137,-0.12047318115808715,0.16495444420500913,0.11111218650351967,0.01136461663910744
0.0011017886700104805,-0.19952876009562576,0.12342806607375219,0.1717886684767666,0.013560306679590396
0.0014646549522351277,0.015501200001486455,0.012684502805168757,0.24892647433079113,0.013760720823860638
0.0024637691224499245,0.12237661066415682,0.02189678970519366,0.2761676442796826,0.013204576618762745
0.004018829763791148,-0.03222556711263683,0.07429411681543284,0.30761260162191956,0.012303228172618877
-0.001333978472559354,-0.09644284461659057,0.008662925510970478,0.29666223564422006,0.013043387852673505
-0.001431941059676267,-0.005901983053313709,0.12047440578881306,0.31149347049007503,0.013717191565419702
0.007168182368113832,-0.09409369947646391,0.013238555660381828,0.13123171063194622,0.011367504359299183
0.0034252846038175994,-0.0739066945193727,0.05724637640238913,0.14755688848774712,0.01250156975679633
0.006484061922736876,-0.198614421785057,0.1275796893065095,0.2582794609459544,0.010143235983572604
0.0035436424846890862,-0.11230457352438403,0.07659781409085313,0.07053722653299445,0.012279268945938747
0.005607919659964594,-0.1674308080866189,0.18653993922512851,0.0478686744198948,0.01157046463619682
0.003251411978436493,-0.17507547186365277,0.13135520489353475,0.018762494627259256,0.01242282553909975
0.0021178366276260693,0.07290879183365352,0.09214619192271195,0.08455141146519846,0.012241910945453797
0.005838802696779462,-0.09976945576426094,0.13228086841486963,0.04347231511619044,0.01222478033161386
0.0037472970742659707,-0.1859895091917114,0.038593531510218514,0.1691409037800371,0.010795107489496351
0.0030171059512961473,0.1284457023023712,0.15908269174768588,0.10264889707138224,0.01080188403658074
0.0034605280489705633,0.0427112048777594,0.14265995302165516,-0.10628033468993696,0.012219665542764492
0.0037885468268055137,0.2766842949135165,0.09282183856170302,0.14865132324792596,0.012067003835218125
0.0028886869201895557,-0.04486057537811506,0.17024183471164714,-0.12154070400593309,0.012434072813497355
0.004768936629320429,0.26666063871447987,0.043525682587656406,0.17235469587519556,0.011342271058412236
0.003534577846610858,-0.016104883080987058,0.07214885592577999,0.17237708994547607,0.012014199709203166
0.0012302715338245419,0.17893321827284683,0.13211246871618954,0.16944075160754368,0.011105541974238478
0.0010960520412718036,0.11603491639560226,0.12248803775498439,0.2137752187037895,0.012052697013369208
0.0009346457990531129,0.12227145042381807,0.1212260500591157,0.08412046305012863,0.011889724421485752
0.002150742500733867,-0.22516312295716934,0.057371259265327865,0.2634307116469781,0.010903008996881344
0.0014205188168080476,-0.07217519482499515,0.19210692028948487,0.135037197617451,0.013946994771256854
0.004648752850219805,0.06542971258277448,0.06567237859120632,0.18522515748881932,0.011688761018291036
0.0031350390505844846,0.022801439509218896,0.08619152692277893,0.1692609410965898,0.009946846136488701
0.005129557251686475,0.025919056756651553,0.11552732180912899,0.012691458485043437,0.013307689847152776
0.004265316120760629,0.10824387616772657,0.08525469160905853,0.10309103018097575,0.011749038952573879
0.003108521058935158,0.086561196136385,0.10048313266929272,0.18042949427771607,0.011963445591619333
0.004049030069583193,-0.018037146862448155,0.13210997675164177,0.07529573052782353,0.010180237610695184
0.003387012001058315,0.005017603412110555,0.17158639822016247,-0.022391484635150918,0.011558042167048936
0.0032569814045820614,0.1277783449725293,-0.0011139293872141035,0.25382466273421134,0.011284401693921958
0.0037261355823744653,0.11983690100113145,0.13420941070660122,0.16474839024909962,0.012311522888414665
0.0023170731272266383,0.04871538628471421,0.10587894282042809,0.14545169601948849,0.01160853200332086
0.002466061511082339,0.046012481282257794,0.017578300056582057,0.310697009287642,0.012599122191719126
0.001142792579714986,0.1325024128206179,0.059762940878882106,0.17095996520476156,0.012667241943832274
0.001091770381169271,0.04839970272707187,0.1248501506989339,0.2661053929693964,0.013472391689916114
0.002187420769617888,-0.12974778455654257,0.008319849934795622,0.38253092948915535,0.011256800046955829
0.005953881598944234,-0.1580864667853977,0.11472838084032017,0.25340479060475457,0.014942340228418675
0.0014174489155678398,0.1672374068814016,0.037137285430527606,0.1969862640782007,0.012321491891937177
0.006213635948642731,-0.06010871096927087,0.11993518539664683,0.09875377266650187,0.014009542034885827
0.004025449595973829,-0.07764566908782104,0.04171301591343539,0.1121930231967549,0.010409055528283487
0.005340061207735953,-0.11437692277895864,0.09884624557277945,0.10774741934431199,0.010788552178684425
0.0029601770269011853,-0.033878630537629024,0.09405188822803048,0.14442634238622437,0.01267332540259291
0.0008156754169131385,0.10963143784432752,0.056692920153757584,0.2683140033514669,0.010723123578823069
0.006220252897686034,-0.04238290600007665,0.04249691908093579,0.26451720737043566,0.014960674161152324
0.0016521661066210404,0.15413737945935793,0.11366721844437212,0.009928154095826945,0.010711263864675186
0.005873829825281315,-0.011247206422351528,0.09282255010246983,0.16259219270794514,0.013606832687401732
0.0039605623325705275,0.02841453937674298,0.10923332424298385,0.1918957140563628,0.012527172592911329
0.0037273828967780403,-0.08138381657687464,0.11722949918532517,0.1362528792241751,0.01214438088533941
0.0008557051529890958,0.16683715288116752,0.1561374180153841,0.07025558605170654,0.011501448425451153
0.004532357553984136,0.07592747523730504,0.11807749088394538,0.07514949570495369,0.01410608630999062
-3.5098748444763856e-05,-0.06033657390659897,0.12984297435360428,0.07183681955714155,0.01313934007854697
0.002357924441146877,0.28455869098694664,0.12872695843281598,-0.00559377475817432,0.014714291902790817
0.0041520604214565745,0.21283676658410364,0.10578581243431373,0.1289948439464021,0.014033399940773213
-0.00017015666575635887,0.0505085570401508,0.0758149095615657,0.09463499101712196,0.01136439837154718
0.006383282912483433,0.09370864576428352,0.058464886668834634,0.2891295832113685,0.01309010629528839
0.0040343034525509806,-0.010404256012972138,0.021566432434560037,0.18965164553317712,0.01193136351088069
0.003273559853261948,-0.1349654104795865,0.037261146543255415,0.24622311453137852,0.010895048699102869
0.004844888314139426,0.11158162879446454,0.07767172510707164,0.2751207000846674,0.013243455930865487
0.003583966884306045,0.08652853143332816,0.09070547752488992,0.058877513137868535,0.01350848753559446
