alpha_0,alpha_1,beta_0,beta_1,$\sigma$
0.004920258256954065,0.17016199954500386,0.047931685549882884,0.058264002529423306,0.00969645387735177
0.006624995603756142,0.1951299363100608,0.06513856962649733,0.12534639069562264,0.008817277706980634
0.006839224537931245,0.03959382707399688,0.04843384874721237,0.061041911859766665,0.013487415082611441
0.0013918055361179327,0.3715333132507553,0.03299866876776182,0.21143836066209293,0.01133460111904836
0.0029495842618623425,0.26802424690135646,0.013419361202713066,0.2997873688535287,0.010160895944396451
0.005906088090568535,0.1445506808972253,0.028783480882521358,0.1794500825632742,0.010963627559142696
0.003376515527136004,0.10346758007723142,0.03667701770373211,0.1338960340317786,0.00927909125801563
0.003453282767412726,0.09561900460178067,0.03293768916981199,0.12704619626521366,0.009362925772312767
0.003780116739832288,0.09147541636998612,0.0667242667402681,0.14796966050997132,0.010232150261361945
0.0034436534553145236,0.13500616286235909,-0.02073927231579744,0.2016840706745719,0.01061994337546236
0.0019903298152986956,0.23392121185875783,0.023527518054074933,0.21168110647340563,0.011463323769806327
0.002116716726806571,0.24324787361925665,0.04183008541555941,0.19476029353709418,0.011217186117062856
0.0026140586653602923,0.13765067753914703,0.027010590125644555,0.28570360129062006,0.010148908340857587
0.0036374646964816466,0.13966182823322956,0.06928824045628104,0.17679522873199222,0.010717596449255561
0.0055527589479419884,0.10134598273159727,0.019465963783452542,0.2538638009598106,0.011422586384634333
0.004701747518118832,0.08920121405480903,0.0677554092476324,0.21844692172413374,0.009944965885716067
0.00442238158614842,-0.022129267655775307,0.09240297092802269,0.04810296671340763,0.01012222201773143
0.005143460732945658,0.11480572031588766,0.0781537321936518,0.058223616578590154,0.010506471429271146
0.005721121861335764,0.37648117453433083,0.03835323750680805,0.24048866772776117,0.011610514000959457
0.005410349470027481,0.340181817492905,0.05273308843920523,0.21394013873774848,0.01107042273115875
0.0028617947650994902,0.2394406660483219,0.05723464698106741,0.09167870729396366,0.010261378188436103
0.0029075567415164467,0.22565548534944316,0.05189757339150419,0.08369707540167198,0.010225601380774867
0.0029075567415164467,0.22565548534944316,0.05189757339150419,0.08369707540167198,0.010225601380774867
0.0029727384078911227,0.2307295810498021,0.053304153745847925,0.07714209603290013,0.010295982218643874
0.0029727384078911227,0.2307295810498021,0.053304153745847925,0.07714209603290013,0.010295982218643874
0.0029727384078911227,0.2307295810498021,0.053304153745847925,0.07714209603290013,0.010295982218643874
0.0029727384078911227,0.2307295810498021,0.053304153745847925,0.07714209603290013,0.010295982218643874
0.002977296393987604,0.22775457681334477,0.04871562026802943,0.08035807196442825,0.010358729349663242
0.003180554297938963,0.23167013489453364,0.05307225988421776,0.08675087327082186,0.010269272694689314
0.0034290482825362688,0.22699284203078776,0.04846871396964278,0.08907603947608997,0.010281173157532703
0.0034290482825362688,0.22699284203078776,0.04846871396964278,0.08907603947608997,0.010281173157532703
0.00351212187122439,0.2293251274648495,0.05253362926570087,0.08650561737202365,0.010249838105177532
0.00351212187122439,0.2293251274648495,0.05253362926570087,0.08650561737202365,0.010249838105177532
0.0035569306680057903,0.2307379843691762,0.054705088705991126,0.08122577038252073,0.010221126639514699
0.00353307265699857,0.22487631069382027,0.05060574898554279,0.08151347210937675,0.010139583274450392
0.003638638303255518,0.23571118435287,0.048680799116352584,0.08866421815308442,0.01019718507662728
0.003724808066350514,0.2432655675458981,0.04902681198674348,0.08043424653110082,0.010246255303610837
0.0037237551974994465,0.2449774391115028,0.05031933985199546,0.08189117660698965,0.010237777934238492
0.003611640370843536,0.19688275661637192,0.05888999191910626,0.05096064181871958,0.010303124094151921
0.0029203352821467153,0.1786007301330811,0.05656533313126143,0.07988492748836026,0.010554496637008755
0.0030990730601927765,0.007537244894439272,0.08375264271868595,0.06468159713160908,0.010996882042251537
0.0036622980664656126,0.026117176403844523,0.08550052801085246,0.06722048707440006,0.011128739507361604
0.005572681788010172,0.25117077598171506,0.07096530911002305,0.13192562151599227,0.009930810117489685
0.005436600902820843,0.25156402985538967,0.07834995493476613,0.13115529192345757,0.00991117346915149
