alpha_0,alpha_1,beta_0,beta_1,$\sigma$,Y_0,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,Y_21,Y_22,Y_23,Y_24,Y_25,Y_26,Y_27,Y_28
0.008655498926277162,0.3140646538632195,0.08244869642285257,0.051345837626114034,0.01631516960394518,0.008456961176949255,0.0060388834659254875,0.0013106424351215671,0.013540911057935428,0.010962002775944902,0.008436566399998869,0.0009996511802237394,-0.0025319198831431316,0.02513163742059603,0.004040353162279319,-0.01573033800145612,-0.0026130680092980455,-0.017329598305908356,0.023000156583171612,0.01178803724851119,0.005433838168872622,0.02231222214928914,-0.013368108375129223,-0.016079522481215542,-0.005229028961480518,0.012628428452104727,0.016865981415977137,0.028143234033432843,0.024885782703810817,0.011813338995270643,0.004057808096473728,0.002912513931160851,0.025649301482821612,0.012409582627645693
0.004288629490783989,-0.1311548510854857,0.08709629478081984,0.0826403184761781,0.010214118409930808,-0.009201883505747336,-0.003953161193575184,-0.007312888964083473,-0.010725741435222595,-0.0076671819655454235,-0.005557887060216628,-0.001519465188350428,0.002455455194600029,-0.018851513411647407,-0.0012379275450271987,0.012163366342562076,0.005220322511453981,0.012239502762926744,-0.01425809355250544,-0.007670541612396009,-0.0028744928712634717,-0.015926268299766157,0.01260792753564511,0.013041907294447428,0.006995904752431687,-0.007857991458436714,-0.011664161486379302,-0.014986167884135721,-0.019789452652550634,-0.009443915084531485,-0.011513042810816042,0.0038829716711178174,-0.01425007702542703,-0.0015470451858841396
0.005308972315653671,0.12342575242712059,0.07946614809446803,0.18492253288705052,0.009774756492756602,-0.005046367986370766,-0.006849921953631914,0.00815873915644945,-0.00296207772700808,-0.015641967480087893,-0.0016460098242820833,-0.005687215246941945,0.002487487009436405,-0.007682721693262337,-0.0017615414394125594,-0.008632387408130156,-0.003520498047109531,0.0038939764597745396,-0.01873311661365077,-0.0004180093495803445,-0.004630715132842412,0.00013625154856993817,0.018278612714971373,0.00486817305479324,0.010215054052089003,-0.011709298440775057,-0.003795135734059734,-0.010899864769294046,-0.015701233434250984,-0.01461635619986344,-0.010984361162422598,0.006080520786935557,-0.005579049786323052,-0.003666102028664599
0.0037329936451538453,0.08862839651851148,0.03732314095035916,0.1826363206380394,0.01069703105528597,0.007247897556130983,-0.0049672069162200435,-0.012690454503775343,-0.002902258091717039,-0.0061740079906137365,-0.01034568953870771,-0.005803012850775408,-0.01924205282160994,-0.0028604587377406288,-0.01235865912512451,-0.0014362156979698345,0.0008641131788469528,-0.012394988900969878,0.008729923222206783,-0.006709893836453495,-0.004635056200374313,-0.011185594379911384,-0.029435751367415983,-0.015721246264960086,-0.01274868426517261,0.007616803665374212,-0.0066379820254710425,0.011027055886234089,0.007059291745104442,0.010294507658035376,0.0001770245127479703,-0.013613239891794212,0.007292104461108322,-0.0004813345379713243
0.003842241435486862,0.11854761555518224,0.028212361070167478,0.1866403501563103,0.01113147466601412,-0.0027916099233003503,0.009360256612516469,0.005513919409301153,0.011382962496713353,-0.008031517395007551,0.02260531154620703,-0.007145833603027631,0.00023439664095658988,0.0014920141475020302,-0.007571921659942894,-0.011490063899508277,-0.00026635227614604275,-0.011512056800628195,-0.002935118253787014,-0.019846378708663126,-0.010289267588498054,-0.03133829080333962,-0.021948171046072402,0.008042136625245782,-0.0018041603431181036,-0.0077931400514914245,0.011282554424167071,0.007044963829891212,0.0024711777750005704,0.006231361422830628,0.005209490316004628,0.012850840063086722,0.003618550380271709,-0.014375073246464733
0.001995699299300097,0.2932982260118032,0.06396090778930018,0.20283709217458012,0.01172961171684935,-0.01703664803277781,-0.018338869844371112,-0.013515010821608641,-0.023221127883649568,0.004702239093415502,-0.028691954517215425,0.002757717890629428,-0.005564191532472275,-0.00554313911873352,0.0010482311766992743,0.008127838641597482,-0.0028211629730010806,0.010018641702471123,-0.0016535903828146443,0.019690355126690495,0.00607382167464245,0.030175995889157942,0.02175055223058739,-0.010898224607495136,-0.0018040321973456187,0.006337962381481913,-0.015224161902748744,-0.004139164249227062,-0.0011691364191909492,-0.005601612833504445,0.009934860597365376,-0.01693949533287003,-0.003926223263900364,0.014877854988396349
0.004999985354223837,0.05257773094411002,-0.09684357616284806,0.4764264971697744,0.009988632055991953,-0.0020854010505328867,0.003373197620079734,0.0027197698088457147,0.008329202478571537,-0.01737692688421057,0.012495082229965966,-0.013574919605560088,-0.004793129507042649,-0.0038720752885636122,-0.01192425759101994,-0.018417180010797205,-0.011680367123057263,-0.016216594501681458,-0.009915755738915597,-0.027590806417786093,-0.01582186316501415,-0.03597710482308214,-0.027656483536009135,-6.0153130360909315e-05,-0.010070133619364716,-0.011918231598975265,0.005339415533800615,-0.005613160209001559,-0.005799835987104529,-0.006268395764676443,-0.020918166302027464,0.005575406709663088,-0.0036123881364377385,-0.020483234690011815
0.0019073813177930186,0.219266191806392,0.02091571125129906,0.23950785954582468,0.012405311780505319,-0.01175721997770352,-0.0217224489481964,-0.012752570161397832,-0.021638512685411112,-0.00214938615859571,-0.03029489924097184,0.00042385285005590913,-0.0018687279788119526,-0.010989485494077236,-0.00796604640221729,0.0006707351381726023,0.0007797786911841071,0.01273606552633114,0.006533143622674196,0.014249262132706442,0.0025535840990909384,0.02567098991039326,0.02237128988363759,-0.0026756399824525625,-0.00982335820454331,0.00503514633764484,-0.020711943225589998,0.0007355243417264622,0.003518560663103622,-0.019801468809203738,0.015424735756647929,-0.012927501922554978,0.004792759352385548,0.016783058543747977
0.002541377644452696,-0.039572691775164676,0.025032333206381253,0.28504912774064806,0.012542622325236376,-0.004837342349099258,0.016241896337657616,-0.0011651219081409321,0.008613991521872914,-0.011873182296689393,0.012826042902536503,-0.014898472497456782,-0.009013925018812357,0.005477327683438988,-0.0029718007891651743,-0.012985942237220343,-0.013780778638975224,-0.02722742238376635,-0.01909492072654418,-0.029274420389103724,-0.009714935030424032,-0.03512793877462046,-0.03152091549475458,-0.012595853803760633,0.00255640212328343,-0.016417401776134204,0.015018310322266278,-0.009994265573263314,-0.011232542186395427,0.011703747314208507,-0.019505916983691928,0.004738743196261962,-0.010234389635064033,-0.025234613730031524
0.002847701958810424,0.161238235990753,0.12725164867288777,0.10048103567951058,0.014686121158194787,0.005506748242084153,0.01681102239946357,0.017306654826173214,-0.0021854885577233703,-0.02559087860390195,0.0012802047047302495,-0.028468211950934894,0.0031919842207281442,-0.007144426469488923,0.0027475544087424432,0.009967499525844414,-0.014541411396930692,-0.0003598082127070029,0.0017892177256898715,0.011846139652124029,0.010728945004795301,0.01089271802948672,-0.0023622217895559678,0.0052472593527410644,-0.002369227915010311,-0.029999080920800003,-0.030368790357910472,-0.016286349917297816,0.0009187933754202104,0.01539364217389515,-0.02311561676663542,0.003978021255078367,-0.006568535698514621,0.006758634669227313
