alpha_0,alpha_1,beta_0,$\sigma$
0.0027654936583026255,-0.12083075200842075,0.22406045602455843,0.010524778029321143
0.0018530113138878464,0.19865441178955445,0.223930829629438,0.011652458339455156
0.005047335922616215,-0.12961596561253264,0.20796143028225433,0.010405173403544115
0.002785225386574343,-0.0063366777780904425,0.18957935845602597,0.010862203065751213
0.003283858868884021,0.11134859206726905,0.18586470005481973,0.012233840226747927
0.0024211094352844385,-0.07142352497359725,0.19200841338763813,0.01085822291118795
0.002834872507754082,-0.0446700331160712,0.209206265179231,0.011661619317462874
0.002955960291212227,-0.04058052450379217,0.20927551937436337,0.011715112749983525
0.0028441442142731507,-0.0021701776535962792,0.1836006017381459,0.010161437968913074
0.0022782218785794683,0.20412025583019647,0.1827669239120119,0.012729300702045565
0.004113484746361509,-0.18412504024044152,0.18835584816393602,0.011886401153713777
0.0024264039203424543,-0.06020498225605336,0.1973814955271043,0.011964843224757668
0.0037462028712898325,-0.016596858293901482,0.210624142336669,0.012768777392353827
0.0007583397987184654,0.08755313099414543,0.18958670281310705,0.011192775046530656
0.004145136837285563,0.05108353402051677,0.17419540026524832,0.012913725591885979
0.001059693568244555,0.051788254338991965,0.16346784842945322,0.010165677549616649
0.004409235947569125,-0.12877372996186726,0.21204861070291997,0.012234437516655894
0.00236814730665176,0.02351333424871524,0.2091859640872922,0.011711072698290156
0.007600287378287799,-0.20899209967644908,0.1368026123577638,0.01170589416069895
0.0013183144857110206,0.27829319582630363,0.22646490572300534,0.010903377957935282
0.0017333771468141998,0.27737092567526667,0.22828035610161954,0.011522780515035304
0.00655414400977849,0.04924983777459821,0.14798376139822833,0.013142389427406477
0.001372780154544287,0.1255114222888004,0.16579816262299496,0.010410585526580281
0.002264900999333079,0.11763948593601423,0.16999466850022454,0.010608516180968584
0.0022753438499401686,0.051425297000459426,0.23313599623125658,0.011180715114356778
0.002021865481684134,0.13778792692222344,0.18528078486282204,0.010813270424398879
0.0024069166953635747,-0.08338472676170273,0.21220400700447745,0.012361607196412643
-0.00047006240029068654,-0.004777542899524502,0.23962668333460455,0.011434621870745322
0.005242213493893093,-0.014245217227013392,0.15716725678303714,0.010504246948907805
0.0016021310650905609,0.01700620417207044,0.15053551062917228,0.01213170911520861
0.004958137828623477,0.015206309255492718,0.19425002172751557,0.010611778977621859
0.00273709173393759,0.041600016262184264,0.21938259908596353,0.01093652388617611
0.0034703901117916574,-0.0754001620659436,0.23668484745289345,0.011026863448328738
0.002601404470316494,-0.03745277224146196,0.2426938718315333,0.01060185508498606
-0.0009811459725230553,0.1017811115544886,0.20640653398915726,0.01242831636945074
0.00030861074916933504,0.07123875568046055,0.2145192062451876,0.011041099202736545
0.00241936642750901,0.07879907349525918,0.18114110110446568,0.010909533348675648
0.0045363702321362005,0.022622689842485368,0.2370850361721987,0.013903472908084682
0.0023256864771874224,-0.16841630342463312,0.15774914155961633,0.011406509783401604
0.0031016636051622274,-0.06398072374454582,0.28793474913604733,0.013972601312245909
0.0030803774656977807,0.04424659796810371,0.07724275291487939,0.010451412658433456
0.0010611552879769047,0.22584866487861677,0.14713818412893157,0.009963779100963892
0.006164715857413365,-0.27506501944207107,0.17894080031466444,0.01402897966695873
0.00024275406907172498,0.14258715488500592,0.22869707251018134,0.01220082186997951
0.0017459090446164806,-0.05884992152415448,0.2337764994617678,0.011168964820692759
0.0038899737562915577,0.007886061279883136,0.15280156204609802,0.012611334577279436
0.003363685427822376,0.07180118353200186,0.20384159075068375,0.010287750139568048
0.00236702925290218,0.019212532218923144,0.19230343261905286,0.012531314503893722
0.0038529248638137837,0.009246367412310491,0.20420486820666453,0.011875416181618456
0.005175427146919703,0.05240365635132408,0.23212674942747724,0.014538945334276524
0.004634703659569787,0.1361504655655981,0.17743462711841937,0.01383061454913393
0.0026722761431925268,0.0016069143170832814,0.17376165621580927,0.011207856972988105
0.0018451267857975983,0.07281968756235101,0.18567637680145152,0.014228185259913893
0.003659781690787078,0.16545992065832724,0.18450105382876206,0.011952201841026267
0.003921789189169898,0.16972973136683067,0.1809361409436278,0.012195930815963648
0.00246324240906834,-0.06508265450158605,0.16015188895505048,0.010203828414476753
0.000987784585637851,0.05636525927561149,0.13717497906814377,0.012724950322285851
0.0034964608709922504,-0.061548864888184264,0.2012776041549185,0.011215162469419553
0.004394640040248306,0.09463165914221087,0.20470803848510613,0.011514175041778986
0.002932008940720896,-0.021023419423566676,0.12053869087224856,0.012082623174449298
0.0015532813403319645,0.17775436607108916,0.19112175563661604,0.01328455922884512
0.004572204783245581,0.014367472890727581,0.2120431286664762,0.011236099561458688
0.003759414331315736,0.10904515722349623,0.17266777362358204,0.011513764932502573
0.0033843604395458666,0.11300346638028332,0.16111820033061366,0.010823115598730329
0.0036314102048462028,0.14455025217031062,0.21632618040141832,0.010734491998344906
0.0024558893927789675,0.04791562972246488,0.17267975705426986,0.014349909435316452
0.004654271073827614,0.029586060128109153,0.21229717473541238,0.012809058447716687
0.003929745593084805,0.1491196637664515,0.2038717675673051,0.011668544911046207
0.004075300910108332,-0.06872397485282278,0.12515941063238556,0.012777481424129544
0.002636135691073456,0.1550460803597207,0.19449377590225317,0.01162584764523458
0.002818436097605438,0.04752443958123513,0.16000375009360107,0.013632206346571512
0.0023429135871427887,0.14836080980809246,0.20597558176229167,0.018596185654497395
-0.0004678603334919474,-0.005495555307473595,0.22530956940051647,0.012858522499735212
0.002060466048849309,-0.038917914102392606,0.1527392586081934,0.013572909921183379
0.002530521503354899,0.05003067182440213,0.1699468086423382,0.013597656763633167
0.0014391064854906226,-0.09121673300067128,0.19664042292657352,0.013426459152102983
0.002572511551197239,0.016462170659483272,0.23420781373085162,0.011865516995930895
0.0029271801655901667,0.1030263963299707,0.23972231907728533,0.013331122695663764
0.005325257875092883,0.02648315122541995,0.07927288558334421,0.010164796833002959
