beta_0,beta_1,alpha_0,alpha_1
0.0830330127213511,0.1378580475050339,0.0016003619344054452,0.07794344879672649
0.12078228555973503,0.13007672272832319,0.004455465980579157,0.06790010098578267
0.12078228555973503,0.13007672272832319,0.004455465980579157,0.06790010098578267
0.13851464495140642,0.16481387680327717,0.003747606886541653,-0.018071626278156363
0.002839925360833359,0.37968244221191877,0.001946105218388015,0.07249052381719005
-0.00010301812655207917,0.22225442830307957,0.0032465793070323144,-0.18307701556633196
-0.025363893086260008,0.3352148791920612,0.003097110006485277,-0.10215164532857328
-0.021407694020140706,0.13816736260651966,0.002599368759489889,0.08069502100126913
0.17788367743471606,0.22602467355724312,0.0045646433556561115,-0.15600985224368216
0.08366187124869225,0.32186478926367773,0.0022379308931734323,0.047315841079007555
0.037163521517064285,0.30107196622992544,0.0029065883327744077,-0.02348222161752481
0.089780412758093,0.05372499686834497,0.006418107235907949,0.06563759097042472
0.017407882869226805,0.26348147694729573,-0.0009065309365841331,-0.08290502271303488
0.13322866722309928,0.13672795877106947,0.0038202129850485505,0.0478641708714093
0.0927108943578586,0.1743585276775832,0.002897064310860561,-0.16606440068880857
-0.0932315845978635,0.4136650098967805,0.0047303960564461164,0.13682591577632444
0.22705604301568394,-0.024307239563382724,0.004070423908108532,0.00595625367549662
-0.017503310246867885,0.3530201572805218,0.005754862247282763,-0.3784805692556804
0.05450390603146002,0.17900714553492303,0.004445623659908619,-0.0031818958987952202
0.09330818640734362,0.2020399442782617,0.002114029131398297,-0.11732719829168445
0.0941780210877025,0.24692916647194252,0.0019856534771699034,-0.1581863859379045
-0.003504305068934644,0.36354030814045685,0.003986936176913199,0.14238874226046289
0.2505637550401544,0.01685902159249576,0.002283210976800325,-0.1146971653584005
-0.05672380221253318,0.22129626571727626,0.004987116904640756,-0.04407418057491065
0.06185380625920004,0.2366983103013312,0.004470897220243904,-0.14312077012148638
0.06920297667764155,0.11058275186789093,0.005900835370684005,-0.25672711520990277
0.03257136618085854,0.2836858706436135,0.00012181074413101476,0.16740941943742751
0.014129088662128064,0.27295481078497746,0.00035010853814200385,0.14758664026788346
0.20119581014328894,-0.059529428503644226,0.003893914846111024,-0.039261050187212994
-0.08795371895694434,0.3929676648538359,0.0050914493319467605,0.11544994037263495
-0.005616119580855247,0.35476718129216217,0.0008401053731943276,-0.017876190789284645
0.19982859219269283,0.048145305859031824,0.004927615445604281,-0.3250099548690434
0.05057495968120274,0.2924220030380021,0.0019101141284054754,-0.11958958055802184
0.037897568378168364,0.2566350111387192,0.003348451838426996,-0.16742362456458568
-0.004989325010156079,0.31047387798571635,0.00396573731018082,-0.12512556481395382
0.06327069007847931,0.212742057234389,0.004935737256723655,-0.06330442325617627
0.07717021260469935,0.19115272587735652,0.004582482395685179,-0.0777793001426523
0.009564994265121102,0.22547828473657172,0.005105447506097456,-0.0898716606445843
0.03478944288976413,0.2199736602539778,0.0043310246127152546,-0.10532487888490548
0.026533097042696026,0.24881586487957388,0.005558944984005343,-0.09478133994877005
0.021075765454935527,0.2247887288878269,0.0050438842514089356,-0.1214471048669534
0.13080781506272404,0.1421326622045009,0.0016688986965498881,-0.05827298677846076
0.10968298917156775,0.08328271618275077,0.003895571020114975,-0.040866509948998465
0.1092925673069762,0.23249859674980805,0.000993898614625326,0.1223872608781573
-0.015029686696305104,0.2770943827627982,0.002967090167618433,-0.21821617838431262
0.01100634420556756,0.2696056692374091,0.00789520355485029,-0.16877995079864777
0.09505510590424168,0.11888559563247422,0.00661850593786097,-0.26620904679842766
0.10364410397472709,0.139244301550066,0.000498639145610075,0.2361278459017866
0.05929577232192546,0.22096274129330784,0.00639874714003996,-0.341763656155167
0.2492958543077826,-0.03927231656633623,0.0056308257837873335,-0.01482970918641761
0.25656977242799356,-0.01842961482520938,0.0048517552660794095,-0.021767302767573608
0.23705913915488688,-0.022504639323644573,0.002360804670967134,-0.14091395557412523
0.04236081060662223,0.07799430751506488,0.00414971387639812,-0.017129086530621417
-0.017386048542091134,0.24056251409379312,0.006241715668612133,-0.19756921695557328
0.09965430453126614,0.24155434061994463,0.004388152070843896,-0.23697756967698205
0.032157220673283776,0.12964951620483126,0.003300206848862818,-0.04044863535381112
0.134049911430006,0.16033816550700847,0.002790322453261567,-0.05360487999009638
0.09967435151511872,0.07078988178270984,0.002966347256589036,-0.39313047706441656
0.056087511343070204,0.3075469230145378,0.0015805990264250009,0.014635587865756304
0.08888853791022266,0.08301601708416272,0.003323145882621164,-0.15472985640257347
0.1601835442630571,0.2030381834351301,0.007647471382308303,-0.14831155445750027
0.019666026530451075,0.14716427953483127,0.0009017193250458396,0.10940514797281758
0.10024514137900607,0.30689295883250783,0.0012827299517227356,-0.027633034075906688
0.17930097821235674,0.17082932224023648,0.00505112402265975,-0.2752826720922587
-0.037526740459989175,0.27858483952194635,0.0013253086764741053,0.11209853844609495
0.1628768895710486,0.09103865176533242,0.005552516247522254,-0.13976663161749459
0.03948746150366421,0.14320405521348029,0.0027335882720651338,-0.19197133858900398
0.08961996265394066,0.06224764764113289,0.002984116152436115,0.036706677326107655
0.15026910532359308,0.10274997026966705,-0.0003806926792952266,-0.16250468221706393
0.010665569850976511,0.19766572943973582,0.006735467033637253,0.08547238084702707
0.19934719401816672,0.09439448738046832,0.002311873292927227,-0.06943354931804403
-0.12132556945549139,0.5245647014879052,0.004648919267925543,-0.14945206856633936
0.18328523865405397,0.05538994065998693,0.003910711962472683,-0.04070411897827299
0.14279769150244523,0.028740287831751254,0.0024385112173217808,-0.1878401617685948
0.04321451790678343,0.378577427826848,0.0013768271252389012,-0.08695175423375082
0.127379542688325,-0.0060190561894305,0.0030993303654282597,-0.15624548772607216
0.03374684023845318,0.13644762313545158,0.005847382172346886,-0.11968895171148154
0.14674892980459758,0.11269175183162866,0.004752896976564178,-0.12239515761706948
-0.03253499672420235,0.2962178289832073,0.002762225308741581,0.14441343692452613
0.1815339688911606,0.07564306976854512,0.0046359906090444975,-0.29517076958602356
0.13472663391028328,0.07221114470340077,0.0015524129326824148,0.0971648316857622
0.10465092635250622,0.2285127376231961,0.005246349257775357,-0.15329056533153887
0.12455464535714504,0.19816089825421668,0.001847866620674216,0.17460891713298018
0.0041075175775270025,0.2809685124442109,0.005787175858855245,-0.2349013759190306
0.10734173453658985,0.21062189469681852,0.003332818558895285,-0.10840408197052358
-0.0038915329178940265,0.23991560453347724,0.0038993650060967656,0.11698220669193148
0.1267543093033219,0.162831846962375,0.0034987951276367886,-0.1589799309584201
0.06664936930168561,0.2519335245153302,0.0024404482410399306,-0.05019293905563756
0.08301811138955992,0.19684059309696758,0.007341509584083922,-0.24407285219966218
0.16095338089197717,0.16164951195486923,0.00282687046543723,-0.040281278850375794
0.1631802345723143,0.16492354925961664,0.003267203240700832,0.03652647154558605
0.016357563671122347,0.183890753224173,0.004584012517604037,-0.15908035443563928
-0.0031344491056506294,0.31594893868512,0.006728450851913888,-0.1412679987667344
0.08934656336859205,0.19128153518946697,0.0031674762044464418,0.1414657571099457
0.0005640946088236379,0.3555216586965224,0.004721303274864469,-0.2557488555534061
0.15828348572845852,0.028470231213339015,0.002717774632448798,0.07522073984102776
0.03932892321123171,0.11393449051900476,0.005552145147097615,0.009690904040834798
-0.0684355059726226,0.3318076028678266,0.002762926237771168,-0.2234094274719603
0.04138391859479943,0.09421755369555057,0.004905454015435415,-0.003942531817122825
0.10462430277771602,0.14229569615564291,0.002220982351146095,-0.14358717010519018
0.18957488014877266,0.019831742597296555,0.004621451862566994,-0.03231976270812688
-0.03296572423351151,0.31524213721042277,0.003386446151153149,0.15069059957983888
0.20037686148648437,0.04977038576341196,0.0049293539858070315,-0.15775153168453937
0.011675106223232291,0.30370793616879044,0.0011165859732860928,-0.06178916199397479
0.10143295045812059,0.13721511023800803,0.0030639244610017485,-0.2835409391525175
-0.034461134807426956,0.2685532094415365,0.002625160326091927,0.21542466677959088
0.08765402896975635,0.2634470119610893,0.004542358869280858,-0.08602385449663894
0.06864075129164963,0.29542165879720483,0.002159067677873459,0.014793595785875033
0.02302063197477761,0.21936036431933031,2.5648630354199897e-05,-0.020709761289684204
0.04898997433943268,0.28291535057470524,0.0030072550039859512,-0.2549365637826319
0.04251200238781124,0.2171224952667185,0.004237136798237363,-0.023024218892564237
0.013608112652334137,0.13755514573185362,0.003338444404816377,-0.03946216731515399
0.15563406195125648,-0.007609118575498949,0.0037579690108366383,-0.038715560425055785
-0.0066630339462026645,0.3250565642520426,0.0026528759485125574,-0.13827875042408858
0.10998894157741008,0.11687133755795817,0.0037510744806765793,-0.0039047287342933897
-0.0021719464251227687,0.02483316746238876,0.003327233381924068,0.0037673694793281414
0.05890687332117367,0.06678788069550137,0.0019001071504764493,-0.17824090114599886
0.0923625052060448,0.3535410937649493,0.004364681769702124,-0.19624701171456183
0.11380472965462483,0.11200076691247252,0.002305708239930443,0.01021169608384994
0.0039273461135127434,0.3614224793024729,0.0027298758602374014,-0.20165853403514467
-0.06280148188642383,0.2764534154672366,0.0022598597338784367,-0.143157887435094
0.020731830786160574,0.3945740823219619,0.0014119470252693606,0.0347877523234931
0.22971146806749185,0.14236345774232675,0.0036554833971074977,0.06411585781827657
0.225606593016514,0.12987728782686553,0.0035940091736843495,0.08170264951297533
0.0729302727383125,-0.02640623292584507,0.003364534981951437,0.0697292828545414
0.11855825873540884,0.39033509408462846,0.005418702125460087,-0.11300351210957767
0.09519988085495211,0.038491841267548746,0.0038323181734440472,-0.3002654016880994
-0.030733964092195008,0.1966631549793646,0.003217835004453409,0.1473367641175779
0.025091195872329754,0.4205732664184582,0.002872127666304788,0.17404142524522184
0.04384681993439807,0.3214342490919683,0.002440131912233822,-0.08428440913055413
0.07700151729818804,0.24905784534902492,0.0048504047571101055,-0.009451981759174678
0.07320202110713345,0.1019593870887102,0.0033254972203935135,0.0014464782949599917
-0.06769738811770627,0.3669114651116296,-0.00016309113547737856,0.10687063792686624
0.2434334074546753,-0.02933102433270168,0.006368343421847282,-0.25108054839403887
0.23108718069300063,-0.08367900126673744,0.005789273378969764,-0.2856172818588416
0.18896351830060285,0.06128444664863974,0.0029654243230036958,-0.0642572464438362
0.040176981200746247,0.2773846421443359,0.005322335030610748,-0.06307682293179907
0.19230765364360974,-0.0014286307065241967,0.002482999586785347,0.05361732542783573
0.15371506452778919,0.09658338656953201,0.0033169955389230495,-0.10787433814894709
0.009459532935131196,0.3452739000489336,0.0027929714745086706,-0.05010598579906083
0.053835331320290836,0.2513923283098073,0.004905392426966447,-0.09224462141296563
0.12529840732912395,0.14451300202219225,0.00163603037561216,-0.062387579030737786
0.12468162359624867,0.12959921734548485,0.004042105033672519,0.015896559060390048
0.07887795868698759,0.22342435207700329,0.002606195925915429,-0.09918359778227556
0.04949608656637813,0.19514799345270414,0.002937291319465218,-0.10668078089944036
0.019420232757587322,0.17701502950740491,0.0019651245293493486,0.059793957237754464
0.06608675347775358,0.10743640077500248,0.003900319147896959,-0.1450771441814212
0.04379164421790878,0.20408665384203337,0.005140637719844574,-0.1531773853717628
0.1328508742381458,0.11972978447060448,0.0031129374398773863,-0.06872396301607199
0.03788025524137258,0.2716397725054579,0.0044336569605188765,-0.03895771678422578
0.13276473343686493,0.05112017988766627,0.0041633022631256044,-0.005492097482805469
-0.03936136163941879,0.3413272553247875,0.0034041690831157147,-0.13747603784328796
0.10214145949021401,-0.04870089420085724,0.004039705177330541,-0.006170901876912078
0.23943916881116292,0.12034668906393982,0.003208176926046373,-0.15036368616772175
-0.044343642483555684,0.18570549335642222,0.0018572018458634962,-0.008459399882084486
0.12306397495515502,0.1117419445094438,0.003238055792695139,-0.12508520449237714
0.03443727090093887,0.290103648111672,0.0019745345107931404,-0.27817804619358033
0.032677420290414164,0.1678788276678256,0.003839629827513199,0.09595977067751062
0.10712225268342328,0.13527801310862414,0.0022057835319893183,-0.29636673074348646
0.1684253929435966,0.08060581381068245,0.0010600295979286212,-0.17402011885629942
0.17353749888940478,-0.11387888303056128,0.009710493669096152,-0.25097490682955503
0.08686275020204774,0.16968045387980485,0.005584258147557972,-0.1282217473570049
-0.005473603891895804,0.31061878899865136,0.000658019363152511,0.10689848356524126
0.0027634103182877386,0.3281955841794342,0.0004090817975569744,0.32717832527655966
0.017320997462246548,0.23802393809487352,0.0019913636034067555,0.41882207643563246
0.0848213396533258,0.20258703892916122,0.0008143410846250164,-0.01881758537146306
0.05821518240424845,0.183494378844391,0.0028297193807301385,0.0498436463161179
0.07948407117522442,0.24363264511858782,0.002082532256884019,-0.16896779737514525
0.07815785532756186,0.1900055747808008,0.004236011119305643,-0.22800156700533528
0.09537175421791723,0.16822969863053944,0.0038843374933846637,-0.0882856700983328
0.15950749421815874,0.17777326063185786,0.0044579158304760445,0.010764662967691968
0.14211956218283037,0.1671926719284303,0.0033841654668291046,-0.09096508981314404
0.005398001565614867,0.18351475881695237,0.0024704883618729,0.020085867836329964
0.15635993875940743,0.14125451808550424,0.003670729000887094,0.126080142496241
0.1627487704944561,-0.015953057239245113,0.0019626633971777255,-0.03804891314927667
0.22570053809255305,0.038896916141019075,0.002410350246062901,-0.01930474948674722
0.04585153745354677,0.201113129981404,0.004065545199981922,-0.05942686592558027
0.019805343080805893,0.18754342583838002,0.003799963444001405,0.09188857274117035
0.14036137903389903,0.0686983585036275,0.001488584205204119,-0.042668033021534546
0.11211906218141966,0.1751205904367552,0.0025580537384616723,0.011515668481341175
0.030549915156678844,0.3412902288802124,0.002222084486235194,0.051983514758441575
0.12035108609950357,-0.018171222369015166,0.005016663333030274,-0.07568630080396384
0.029861563267134565,0.3245805804104146,0.00265296993445482,-0.045824960221159484
0.05739193203097552,0.04812833043928036,0.003743141923031763,-0.13056766337061546
0.11130230343845957,0.3741447968028067,0.0008050383743190461,-0.11604204226765684
-0.04310336299587632,0.24555129742013324,0.005186774425011486,0.11277852686120562
0.21831181867506197,-0.04330197772197252,0.00033744286861811697,-0.2164961170269587
-0.1221716928266125,0.5820291010185181,0.0026074718200222572,-0.20300274990173536
0.1404128976363174,0.09034561537002128,0.004431858153557689,0.1181951752813899
-0.0016746088313858542,0.18993351819582763,0.0032767715976971677,-0.04116964561046814
0.13049354893031112,0.05879552540968195,0.0027092791267811552,-0.10031418315722666
0.1493548380183066,0.16290222939631954,0.0031778536925711307,-0.2184686838312452
0.10868153853846693,0.12716466089495385,0.0025565346759349916,-0.1121171217670656
0.0617318908645393,0.14876507553756999,0.00190903405970003,-0.015728288546758135
0.005189850746770662,0.22682234061860837,0.002486524301145174,0.18425170906812183
0.09404025866468223,0.19376283146800874,0.0029693379208413466,-0.17285536713285218
0.0919883846454923,0.14089030413973574,0.004185618109945875,0.050624791044033175
0.03647334494545453,0.24012316474203715,0.004618060815918875,0.06889694372256426
0.06846853163557766,0.2467780875597612,0.0007486331740013392,-0.04692644673250187
0.17478871218827383,0.0390478300622345,0.003177786966918046,-0.15357632083234488
0.15430157799021066,-0.006882052644945623,0.002635661502653657,0.07692306713611405
-0.05762201190165252,0.31115233290364985,0.0034229414685855862,-0.10952439667771031
0.02112661722013771,0.3324231312869272,0.0024939490269279365,0.11127578541585734
-0.06063303547432986,0.2696603580804339,0.006370058536880723,-0.20566036356569012
-0.039704074216646526,0.2627012686295289,0.004980011587067151,-0.04486995146707078
-0.03799942932497504,0.3424021223279685,0.0032530121624157094,-0.023630472912371817
0.2487510787849497,-0.10165144736289648,0.005755277513112542,-0.20230647995895543
0.22447211566701086,-0.05072463481808761,0.0060430648176403555,-0.05012765843334766
-0.12403607562000314,0.27991331323062846,0.0023197926585742925,0.0199546232064607
0.24718288503946034,0.1189209312744029,0.0027380870028086493,-0.17777514004030467
0.03814504454191437,0.08692803907226836,0.0017904080889437162,0.029917172418800767
0.10604915636088258,0.19396518260827886,0.004935826954346666,-0.1322312280250581
0.05509390178261426,0.04128440111642053,0.0016280927396624093,0.03549423726456927
0.05079149082159199,0.2672756580194361,0.0063364453539117675,-0.22532817610718192
0.08399290194620804,0.10756120152468658,0.003402343400942798,0.005394404216734999
-0.10683389910304823,0.454830427558989,0.0024928109898603745,-0.06281742785565292
-0.022299932542427493,0.3085187033285597,0.00534172032919354,-0.02275278816002155
0.1371772582407078,0.18560359639456037,0.0027986304754777807,-0.3035361484493319
0.036137147731995285,0.1798268386451163,0.005856483152036152,-0.18453113391391113
0.04069454380312289,0.2767303744297927,0.0026856799436260695,0.030810043600778356
0.1668254911025538,0.12578180358399013,0.0047054846480772145,-0.0029944382875851288
0.10845664536339089,0.21714429002902425,0.0018730867629054568,-0.09302997425859505
0.12735499716013118,0.12671328469158405,0.004543735883738079,0.016827045816089164
0.14366679344954594,0.23833509666316877,0.001598693609937272,-0.10396624374091062
0.06420692313059445,0.09651629733464613,0.0019831917317517573,-0.3046879612416021
0.0476833660634139,0.10642523112641526,0.0014591354872988897,-0.25695965297181084
0.01469300290488834,0.07311905897959987,0.003959457595401797,0.11053943232334873
0.06834868521523438,0.20733188743171327,0.004417262975110302,-0.0639162704725869
0.1001654949945901,0.18445276329279417,0.004082031158765126,-0.1577023083150941
0.00894333124322725,0.3431066328682167,0.004263883620228135,-0.05455737636241489
0.17575162083798881,0.11880912706645018,0.0030246562994604887,-0.05682430966062201
0.08277581342292584,0.1331721217162706,0.001919295061542545,-0.1972253524163751
0.09594475543519547,0.22976431725113847,0.004684736807960393,-0.05557908710146071
-0.12508654237011554,0.3476320365261817,0.005505309570868744,-0.21581117465280844
0.10608888440724042,0.1806260369452176,0.0066918585446532385,0.1121038806615476
0.08246912320459408,0.27263761840209005,0.0035299803837224135,-0.41998701079646783
0.08174812723489065,0.08375854671829187,0.00450282128407543,0.26177349588237375
0.16378999567060376,0.08941232919725794,0.003906793010555743,-0.46594086563954823
0.17318119564052156,0.04609861894687068,0.0049123309562609085,0.11259047718202797
-0.010552906047530437,0.4330471030599974,0.0030232419957202067,-0.2898167447734244
0.1827521956438238,-0.07935489280250539,0.0024538245607559927,0.10567259585679875
-0.1854289955987352,0.5423475385520676,0.005510896557973259,-0.0492710811513485
0.10505461224657095,0.2744041045256112,0.00021444477986574714,-0.19838070337612354
0.11875707683523819,-0.012184699443703175,0.007435595271720422,-0.08864540405764576
0.036519397508273495,0.3427100715794528,0.005355026942390336,-0.06836322048905068
-0.010256439622718055,0.2631500887233883,0.004854882802935651,-0.1312689414616591
0.03511401039106405,0.2792403749120135,0.005381656203923736,-0.1180787951655426
-0.023369740948721348,0.24902930267166598,0.006600869159072402,-0.042617545078556765
0.1232361836404377,0.10097860348605357,0.0017944058547041584,-0.137776001477943
0.14184170286476241,0.07839826842062982,0.006327355662861551,-0.004046287380388486
0.05198882463884973,0.2069392076905218,0.0030354393505162246,0.20725612339351238
0.003317357899550653,0.25697236748944935,0.002819491344433405,-0.17939543564533125
0.027849379846374672,0.27217618057566756,0.004685423179869138,-0.011367738703190923
0.19446991230335972,0.11045040720496857,0.0030600778364240624,0.10767016957924767
0.019168581839994942,0.22162726046144016,0.0034973979436589697,0.019613130871938028
0.14218417634765707,0.01932720611731707,0.003496979357183728,-0.2164775588409997
0.2077903730018013,-0.038463427265516936,0.0036314307652563264,0.018983633414985972
0.010496061069610643,0.2751041112204828,0.0033055762091373565,-0.007798274382428945
-0.03311245534403889,0.30922984233673334,0.004988075473655136,-0.03547876386898978
-0.030005928534718142,0.2862175108602359,0.00541329465158829,-0.19564611134777168
0.06010637461133906,0.27058212362559225,0.003411201148759897,-0.12765254795124917
0.017828367938470216,0.21333917908020314,0.005507032123170373,-0.15980986629112134
0.03645234274512492,0.24221245387749923,0.0055847784968190125,0.07226510596318726
0.02604554374944535,0.26993169973240233,0.0062230307452116095,0.03311726799964771
0.06546923846251987,0.21554759511722446,0.00595368287588319,0.054526222493542574
0.06976573939970267,0.17736679785047477,0.005226273427159466,-0.0163310756973259
0.06004384011137464,0.2162780475212722,0.003120094213793345,0.11732840991476622
0.0775932506220323,0.14894186307405607,0.0036532427021628675,-0.09964803809966657
0.16205655599826402,0.00046025067828252514,0.0015983696875424393,0.0296083917493746
0.006734420870467386,0.3207344486490819,0.005606444785760038,-0.05985213202656095
-0.0037475042432974816,0.33705012378330196,0.00538343721951794,-0.07377873796805226
0.1210371165790008,-0.06542791700138822,0.003789866019158545,0.2094302640426648
0.01936201492063863,0.23680387527885416,0.0018708693260095013,-0.31415432003499744
0.08868834603472375,0.08980228664018565,0.0031979198182087477,0.032045305851022374
0.1314926039058513,-0.021160988278207088,0.004783528476981367,-0.2724883298061093
0.034967630649071574,0.31249174490085946,0.0009893082178877377,0.0757055728629616
0.04788288283299307,0.24697019662097272,0.0016994988977613605,-0.0949650576670997
0.07086393074740002,0.17423065607470478,0.0020504105202032185,0.15576204239472882
