3,8
4,042553191
4,292490909
4,549568229
4,813521896
5,084071934
5,3609233
5,643767556
5,932284539
6,226144041
6,525007455
6,828529394
7,136359278
7,448142854
7,763523679
8,08214452
8,403648699
8,727681356
9,053890633
9,38192879
9,71145322
