3,8
4,125950054
4,468530853
4,827709537
5,20339779
5,595452783
6,003678486
6,427827329
6,867602169
7,322658539
7,792607143
8,277016552
8,775416089
9,287298843
9,812124801
10,34932405
10,89830002
11,45843276
12,0290822
12,61
13,199
